Gemeinde;Gemeindename;Wahlkreisnummer;Gebietsnummer;Gebietsart;Gebietsname;Bezirksnummer;Wahlberechtigte gesamt (A);Wahlberechtigte ohne Wahlschein (A1);Wahlberechtigte mit Wahlschein (A2);Wahlberechtigte nicht im WVZ (A3);Waehler gesamt (B);Waehler ohne Wahlschein;Waehler mit Wahlschein;Urnenwaehler mit Wahlschein in Urnenwahllokal;Briefwaehler mit Wahlschein in Urnenwahllokal;Direktstimmen ungueltige (C);Direktstimmen gueltige (D);D1;D2;D3;D4;D5;D6;D8;D9;D11;D12;D14;D15;D19;D20;D21;D22;D23;Listenstimmen ungueltige (E);Listenstimmen gueltige (F);F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;F18;F19;Column 57
120540000000;Potsdam, Stadt;61;1205400000009056;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9056;9056;0;0;0;0;947;0;947;0;0;5;942;169;54;314;46;111;194;9;15;1;3;12;4;6;3;1;0;0;7;940;208;47;237;63;95;207;16;7;18;2;1;2;0;14;2;7;1;4;9;
120540000000;Potsdam, Stadt;61;1205400000009058;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9058;9058;0;0;0;0;865;0;865;0;0;6;859;100;50;323;62;66;196;15;11;2;4;16;1;4;6;1;0;2;6;859;103;61;252;88;72;200;21;16;9;1;2;3;0;17;4;2;1;4;3;
120540000000;Potsdam, Stadt;61;1205400000009059;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9059;9059;0;0;0;0;799;0;799;0;0;6;793;91;34;245;41;79;238;19;15;0;4;6;4;7;4;4;0;2;5;794;94;35;201;59;93;240;22;11;13;0;0;3;0;5;1;3;2;2;10;
120540000000;Potsdam, Stadt;61;1205400000009061;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9061;9061;0;0;0;0;691;0;691;0;0;2;689;78;34;213;69;63;169;8;12;4;4;12;5;7;3;6;0;2;3;688;75;32;166;88;88;167;20;12;8;0;1;4;0;11;4;3;1;4;4;
120540000000;Potsdam, Stadt;61;1205400000009064;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9064;9064;0;0;0;0;930;0;930;0;0;6;924;167;36;271;74;129;201;7;9;3;5;4;4;7;5;1;0;1;4;926;158;44;195;103;148;220;16;7;9;0;5;4;0;1;5;1;3;2;5;
120540000000;Potsdam, Stadt;61;1205400000009070;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9070;9070;0;0;0;0;773;0;773;0;0;4;769;41;11;211;81;39;323;16;6;4;8;12;1;3;12;1;0;0;2;771;52;14;152;117;41;336;9;10;1;0;2;6;0;17;1;3;5;1;4;
120540000000;Potsdam, Stadt;61;1205400000009073;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9073;9073;0;0;0;0;569;0;569;0;0;3;566;66;19;165;65;49;159;7;11;1;3;5;6;5;4;1;0;0;2;567;67;22;141;84;55;154;6;5;9;0;3;6;0;5;6;1;0;0;3;
120540000000;Potsdam, Stadt;61;1205400000009074;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9074;9074;0;0;0;0;820;0;820;0;0;4;816;56;42;276;120;45;207;12;14;3;7;11;3;8;10;2;0;0;4;816;61;49;217;161;52;208;18;11;8;0;2;3;0;11;3;2;3;2;5;
120540000000;Potsdam, Stadt;61;1205400000009081;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9081;9081;0;0;0;0;578;0;578;0;0;2;576;45;36;194;75;39;135;15;6;2;4;7;5;4;4;4;0;1;3;575;46;42;165;74;53;136;8;15;6;0;2;3;1;8;2;3;1;4;6;
120540000000;Potsdam, Stadt;61;1205400000009084;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9084;9084;0;0;0;0;874;0;874;0;0;0;874;145;33;271;46;88;239;10;10;2;4;9;3;9;4;1;0;0;1;873;146;38;193;75;120;249;10;7;11;0;0;2;0;12;1;1;1;0;7;
120540000000;Potsdam, Stadt;61;1205400000009085;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9085;9085;0;0;0;0;943;0;943;0;0;2;941;150;23;254;63;96;276;18;16;3;3;15;4;11;6;2;0;1;3;940;152;32;201;83;109;281;12;15;15;2;4;3;0;15;3;2;0;1;10;
120540000000;Potsdam, Stadt;61;1205400000009087;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9087;9087;0;0;0;0;811;0;811;0;0;4;807;70;32;206;81;69;299;14;5;1;3;8;1;6;5;7;0;0;2;809;83;29;167;91;72;302;18;10;5;1;2;3;0;9;0;4;3;3;7;
120540000000;Potsdam, Stadt;61;1205400000009091;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9091;9091;0;0;0;0;513;0;513;0;0;1;512;31;9;130;52;62;186;13;5;0;3;5;4;8;4;0;0;0;0;513;42;15;95;66;72;176;10;6;6;0;0;1;0;5;4;3;3;2;7;
120540000000;Potsdam, Stadt;61;1205400000009092;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9092;9092;0;0;0;0;748;0;748;0;0;3;745;58;27;199;71;52;273;23;8;0;8;5;2;6;6;4;0;3;3;745;69;34;144;83;57;297;14;18;6;0;0;3;0;10;0;2;3;0;5;
120540000000;Potsdam, Stadt;61;1205400000009094;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9094;9094;0;0;0;0;453;0;453;0;0;1;452;37;28;124;54;24;147;14;8;1;2;6;0;1;5;1;0;0;1;452;35;29;98;61;27;158;8;14;5;1;1;3;0;8;0;1;2;0;1;
120540000000;Potsdam, Stadt;61;1205400000009095;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9095;9095;0;0;0;0;884;0;884;0;0;14;870;92;60;337;91;71;148;14;27;2;0;8;3;5;3;7;0;2;8;876;110;65;262;112;60;187;17;13;21;1;2;1;0;10;0;3;1;6;5;
120540000000;Potsdam, Stadt;61;1205400000009097;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9097;9097;0;0;0;0;579;0;579;0;0;3;576;41;65;191;78;41;96;19;15;0;5;5;2;4;4;3;1;6;4;575;46;73;158;93;37;92;19;15;14;1;0;5;0;4;3;5;3;1;6;
120540000000;Potsdam, Stadt;61;1205400000009099;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9099;9099;0;0;0;0;856;0;856;0;0;4;852;88;75;367;70;65;126;9;18;3;5;10;3;6;1;3;0;3;3;853;106;73;274;106;78;123;23;9;16;4;1;2;0;12;2;7;3;5;9;
120540000000;Potsdam, Stadt;61;1205400000009104;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9104;9104;0;0;0;0;714;0;714;0;0;11;703;118;36;314;61;44;89;9;14;1;1;5;1;2;2;3;1;2;10;704;121;51;242;86;49;104;15;2;14;0;1;0;2;5;0;1;1;7;3;
120540000000;Potsdam, Stadt;61;1205400000009106;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9106;9106;0;0;0;0;522;0;522;0;0;11;511;47;44;248;58;27;36;9;14;4;3;8;0;6;1;3;1;2;11;511;67;41;194;83;38;35;17;6;6;0;1;3;0;8;1;3;2;3;3;
120540000000;Potsdam, Stadt;61;1205400000009109;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9109;9109;0;0;0;0;659;0;659;0;0;3;656;82;59;247;62;57;78;15;24;3;0;13;1;7;3;3;1;1;3;656;74;74;221;69;60;70;22;15;17;1;0;2;0;12;1;3;3;5;7;
120540000000;Potsdam, Stadt;61;1205400000009110;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9110;9110;0;0;0;0;617;0;617;0;0;2;615;67;42;274;79;29;75;13;12;1;3;9;0;6;1;0;1;3;4;613;69;48;231;97;40;61;19;8;10;0;1;0;1;10;3;1;6;3;5;
120540000000;Potsdam, Stadt;61;1205400000009111;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9111;9111;0;0;0;0;524;0;524;0;0;3;521;48;50;191;60;43;73;17;17;1;2;8;1;5;1;3;1;0;3;521;62;50;151;71;48;64;20;13;14;2;0;1;0;7;1;5;3;4;5;
120540000000;Potsdam, Stadt;61;1205400000009112;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9112;9112;0;0;0;0;482;0;482;0;0;6;476;54;31;182;62;48;60;10;9;0;4;5;2;4;0;0;1;4;4;478;57;30;144;75;55;60;20;8;5;0;0;1;0;4;2;3;1;7;6;
120540000000;Potsdam, Stadt;61;1205400000009120;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9120;9120;0;0;0;0;284;0;284;0;0;0;284;57;14;75;16;24;70;2;15;1;2;5;2;0;0;1;0;0;0;284;44;20;59;17;46;75;6;3;8;0;0;1;0;5;0;0;0;0;0;
120690304304;Kleinmachnow;61;120690304304;GEMEINDE;Kleinmachnow;;15509;9108;6401;0;13905;7688;6217;31;0;75;13830;2994;684;4163;498;1586;3240;161;146;4;24;188;17;64;33;13;1;14;74;13831;2851;761;3210;788;2223;3232;191;95;120;9;3;21;1;191;14;21;22;16;62;
120690304304;Kleinmachnow;61;1206903043040004;STIMMBEZIRK;Kleinmachnow, Maxim Gorki Gesamtschule II;4;1090;667;423;0;523;518;5;5;0;6;517;124;21;165;13;67;101;12;6;0;0;4;1;1;2;0;0;0;5;518;122;24;127;28;90;102;5;8;4;1;0;0;0;4;1;1;0;0;1;
120690304304;Kleinmachnow;61;1206903043040008;STIMMBEZIRK;Kleinmachnow, Steinweg-Grundschule II;8;893;509;384;0;450;447;3;3;0;1;449;76;29;119;22;34;146;8;8;0;0;3;0;2;1;1;0;0;1;449;68;37;89;34;42;150;8;6;5;0;0;2;1;4;0;0;1;1;1;
120690304304;Kleinmachnow;61;1206903043040009;STIMMBEZIRK;Kleinmachnow, Kammerspiele;9;1041;620;421;0;551;549;2;2;0;3;548;90;26;178;15;72;148;5;3;0;0;9;0;0;0;2;0;0;1;550;97;27;139;27;91;141;4;4;4;1;0;0;0;9;1;2;0;0;3;
120690304304;Kleinmachnow;61;1206903043040010;STIMMBEZIRK;Kleinmachnow, Eigenherd-Schule I;10;1141;634;507;0;583;578;5;5;0;5;578;100;29;172;18;79;154;7;3;0;1;10;1;2;2;0;0;0;4;579;107;33;144;22;102;141;5;3;5;1;1;0;0;11;1;0;1;0;2;
120690304304;Kleinmachnow;61;1206903043040012;STIMMBEZIRK;Kleinmachnow, Bauhof;12;1088;659;429;0;586;583;3;3;0;3;583;133;25;160;18;77;144;7;5;1;1;8;1;3;0;0;0;0;3;583;135;30;113;31;100;143;4;2;7;0;1;0;0;11;0;3;0;0;3;
120690397397;Michendorf;61;120690397397;GEMEINDE;Michendorf;;10380;6717;3663;0;8896;5339;3557;27;0;50;8846;1480;1002;3034;480;811;1374;124;205;17;36;162;24;28;45;17;1;6;48;8848;1479;1083;2345;708;993;1410;216;108;199;7;13;26;4;139;20;25;17;30;26;
120690397397;Michendorf;61;1206903973970007;STIMMBEZIRK;Michendorf OT Stücken, Feuerwehr;7;403;294;109;0;234;234;0;0;0;2;232;46;37;77;12;21;24;5;5;0;1;4;0;0;0;0;0;0;3;231;37;39;59;23;31;24;5;4;3;0;1;0;0;5;0;0;0;0;0;
120690397397;Michendorf;61;1206903973970011;STIMMBEZIRK;Michendorf OT Wilhelmshorst II, Turnhalle;11;831;510;321;0;433;432;1;1;0;1;432;83;31;139;20;43;86;2;5;1;4;12;2;2;2;0;0;0;1;432;93;38;104;31;37;95;5;3;5;0;0;1;0;11;1;2;3;3;0;
120690397397;Michendorf;61;1206903973970012;STIMMBEZIRK;Michendorf OT Wilhelmshorst III, Hort;12;783;467;316;0;419;410;9;9;0;1;418;77;41;131;12;52;81;3;8;0;1;9;1;0;0;1;0;1;1;418;73;45;90;29;69;87;2;5;5;0;0;1;0;9;2;0;0;1;0;
120690397397;Michendorf;61;1206903973979010;BRIEFWAHLBEZIRK;Michendorf, Briefwahlbezirk I, GS Speiseraum;9010;0;0;0;0;720;0;720;0;0;1;719;100;55;316;38;53;99;13;19;2;4;7;2;4;2;4;0;1;1;719;110;60;253;59;66;109;18;6;17;0;2;3;0;7;1;1;2;1;4;
120690397397;Michendorf;61;1206903973979012;BRIEFWAHLBEZIRK;Michendorf, Briefwahlbezirk III, EMB I;9012;0;0;0;0;636;0;636;0;0;2;634;127;54;224;27;65;88;10;22;0;0;9;0;0;6;0;0;2;2;634;123;56;163;47;85;91;18;12;29;0;0;0;0;6;0;2;1;0;1;
120690397397;Michendorf;61;1206903973979013;BRIEFWAHLBEZIRK;Michendorf, Briefwahlbezirk IV, EMB II;9013;0;0;0;0;473;0;473;0;0;2;471;56;34;176;31;33;105;5;11;3;0;8;1;2;2;4;0;0;1;472;55;38;133;46;47;104;9;4;13;0;1;0;1;7;1;4;4;3;2;
120690454454;Nuthetal;61;120690454454;GEMEINDE;Nuthetal;;7372;4923;2449;0;6412;4050;2362;0;0;52;6360;993;695;2342;414;600;887;93;111;16;37;89;13;24;9;19;2;16;49;6363;986;747;1814;626;733;886;166;83;90;8;4;30;4;95;10;20;12;23;26;
120690454454;Nuthetal;61;1206904544540001;STIMMBEZIRK;Nuthetal OT Bergholz-Rehbrücke, Inst. für Getreideverarb.;1;1274;820;454;0;683;683;0;0;0;6;677;96;95;253;41;64;85;7;13;3;5;4;0;4;2;2;0;3;6;677;87;95;193;68;92;82;16;9;14;1;0;4;0;7;0;1;0;3;5;
120690454454;Nuthetal;61;1206904544540002;STIMMBEZIRK;Nuthetal OT Bergholz-Rehbrücke, Servicecenter;2;1207;688;519;0;576;576;0;0;0;2;574;97;50;171;47;60;107;9;9;3;4;10;1;4;1;0;0;1;1;575;98;55;138;62;69;112;6;7;8;0;0;2;0;11;1;1;1;1;3;
120690454454;Nuthetal;61;1206904544540010;STIMMBEZIRK;Nuthetal OT Tremsdorf, Alte Schule;10;193;143;50;0;122;122;0;0;0;1;121;24;16;39;4;13;17;1;7;0;0;0;0;0;0;0;0;0;0;122;21;21;30;10;13;17;2;5;0;0;1;0;0;0;1;0;0;1;0;
120690454454;Nuthetal;61;1206904544549017;BRIEFWAHLBEZIRK;Nuthetal, Briefwahl 9017;9017;0;0;0;0;944;0;944;0;0;7;937;167;54;374;74;76;131;17;16;6;2;9;1;2;2;4;1;1;5;939;161;65;275;133;92;132;26;11;16;1;2;2;0;11;3;2;0;3;4;
120690454454;Nuthetal;61;1206904544549019;BRIEFWAHLBEZIRK;Nuthetal, Briefwahl 9019;9019;0;0;0;0;537;0;537;0;0;3;534;100;48;199;32;46;70;6;12;1;3;8;2;3;0;0;0;4;3;534;103;56;153;44;56;74;11;4;13;0;0;2;2;7;0;2;2;2;3;
120690590590;Schwielowsee;61;120690590590;GEMEINDE;Schwielowsee;;8833;5568;3265;0;7436;4305;3131;4;0;66;7370;1200;743;2578;528;718;1070;91;170;15;30;139;9;25;20;16;2;16;58;7378;1191;836;2096;690;823;1100;140;75;152;10;7;25;3;142;10;16;9;24;29;
120690590590;Schwielowsee;61;1206905905901204;STIMMBEZIRK;Schwielowsee, OT Ferch, Rathaus;1204;743;471;272;0;327;327;0;0;0;3;324;54;39;119;20;33;33;6;4;1;0;12;1;0;0;0;1;1;4;323;51;48;100;26;31;39;9;4;1;0;1;0;1;11;0;0;0;0;1;
120690590590;Schwielowsee;61;1206905905901206;STIMMBEZIRK;Schwielowsee, OT Geltow I, Grundschule;1206;1373;802;571;0;631;631;0;0;0;5;626;112;87;213;38;63;68;3;11;0;0;24;1;3;1;1;0;1;4;627;118;96;172;41;74;66;13;3;14;1;0;0;0;23;0;0;1;1;4;
120690590590;Schwielowsee;61;1206905905909033;BRIEFWAHLBEZIRK;Schwielowsee, Briefwahlbezirk 9033;9033;0;0;0;0;730;0;730;0;0;6;724;121;56;259;52;82;112;4;18;1;6;8;0;0;0;2;0;3;3;727;126;64;211;75;79;123;11;5;14;1;0;5;1;7;0;0;0;2;3;
120690590590;Schwielowsee;61;1206905905909034;BRIEFWAHLBEZIRK;Schwielowsee, Briefwahlbezirk 9034;9034;0;0;0;0;704;0;704;0;0;0;704;120;55;260;60;73;73;9;18;2;8;12;0;1;8;3;0;2;0;704;125;58;208;84;79;78;8;6;23;2;2;6;0;14;1;0;2;6;2;
120690604604;Stahnsdorf;61;1206906046040001;STIMMBEZIRK;Stahnsdorf, Vicco-von-Bülow-Gymnasium (Mensa);1;600;413;187;0;323;323;0;0;0;5;318;52;28;103;17;41;54;4;10;1;2;2;1;2;1;0;0;0;5;318;42;32;81;27;50;63;5;3;9;0;0;0;0;2;0;0;2;0;2;
120690604604;Stahnsdorf;61;1206906046040002;STIMMBEZIRK;Stahnsdorf, Vicco-von-Bülow-Gymnasium (Aula);2;1010;784;226;0;459;459;0;0;0;3;456;49;111;144;34;40;35;8;7;2;1;18;1;2;0;3;0;1;3;456;46;120;112;48;40;36;19;2;10;1;0;1;0;14;1;1;0;4;1;
120690604604;Stahnsdorf;61;1206906046040004;STIMMBEZIRK;Stahnsdorf, JFZ ClaB;4;873;527;346;0;410;405;5;5;0;4;406;64;63;139;15;36;61;5;10;0;0;8;1;2;0;1;1;0;5;405;60;64;108;23;50;61;5;5;9;1;0;0;0;9;2;1;4;1;2;
120690604604;Stahnsdorf;61;1206906046040007;STIMMBEZIRK;Stahnsdorf, Lindenhof-Grundschule (Turnhalle);7;951;525;426;0;440;440;0;0;0;5;435;81;38;141;6;49;83;13;9;0;2;8;0;4;0;0;0;1;2;438;81;40;114;26;49;84;10;6;9;0;0;2;0;11;0;1;3;0;2;
120690604604;Stahnsdorf;61;1206906046049027;BRIEFWAHLBEZIRK;Stahnsdorf, Briefwahllokal 9027;9027;0;0;0;0;734;0;734;0;0;3;731;166;42;242;27;92;118;11;19;2;0;6;0;2;1;2;0;1;3;731;169;52;188;48;107;122;13;6;15;0;2;0;0;4;0;0;2;1;2;
120690616616;Teltow, Stadt;61;1206906166160001;STIMMBEZIRK;Teltow, Stadtverwaltung Neues Rathaus;1;1410;961;449;0;619;615;4;4;0;7;612;98;87;200;37;69;66;16;10;1;1;18;3;4;1;1;0;0;7;612;97;90;158;41;77;64;23;13;19;3;0;0;0;13;3;2;4;2;3;
120690616616;Teltow, Stadt;61;1206906166160005;STIMMBEZIRK;Teltow, Kita 'Rappelkiste', EKG 'Philantinos';5;1687;1099;588;0;755;755;0;0;0;9;746;101;115;275;34;49;116;15;14;0;4;10;3;5;2;0;1;2;11;744;89;118;216;50;75;109;32;10;14;1;0;3;0;12;0;5;1;4;5;
120690616616;Teltow, Stadt;61;1206906166160011;STIMMBEZIRK;Teltow, Grundschule Anne Frank II;11;1010;720;290;0;485;485;0;0;0;9;476;44;77;216;36;24;49;12;5;0;0;7;0;1;2;1;0;2;7;478;52;86;169;53;24;46;14;5;8;0;0;1;1;9;2;3;1;3;1;
120690616616;Teltow, Stadt;61;1206906166160014;STIMMBEZIRK;Teltow, Kita Sonnenblume;14;1616;989;627;0;852;849;3;3;0;2;850;190;68;255;27;122;148;12;11;1;0;6;1;4;3;0;0;2;2;850;171;68;201;30;151;164;14;16;18;0;1;0;0;4;1;7;1;1;2;
120690616616;Teltow, Stadt;61;1206906166160015;STIMMBEZIRK;Teltow, Hort Am Röthepfuhl Ruhlsdorf;15;1304;844;460;0;671;671;0;0;0;7;664;126;107;189;37;82;79;12;15;0;2;9;0;3;2;1;0;0;6;665;110;114;162;39;97;78;17;6;17;3;1;1;0;8;2;3;4;0;3;
120690616616;Teltow, Stadt;61;1206906166169038;BRIEFWAHLBEZIRK;Teltow, Briefwahlbezirk III;9038;0;0;0;0;993;0;993;0;0;8;985;166;60;380;49;105;155;19;20;0;6;8;2;9;1;1;0;4;5;988;156;71;297;67;122;174;36;13;21;0;0;2;0;9;1;4;1;6;8;
120690616616;Teltow, Stadt;61;1206906166169039;BRIEFWAHLBEZIRK;Teltow, Briefwahlbezirk IV;9039;0;0;0;0;792;0;792;0;0;8;784;163;47;288;44;77;108;20;15;1;4;9;1;6;0;0;0;1;8;784;157;50;231;54;101;119;26;7;16;0;0;1;0;8;1;2;3;1;7;
120720240240;Ludwigsfelde, Stadt;61;120720240240;GEMEINDE;Ludwigsfelde, Stadt;;21253;14848;6405;0;15950;9967;5983;36;0;249;15701;2169;2127;6081;1156;1365;1446;287;531;29;57;219;32;49;45;49;2;57;304;15646;2140;2207;4957;1450;1562;1441;531;228;505;42;27;39;13;219;24;73;43;100;45;
120720240240;Ludwigsfelde, Stadt;61;1207202402400001;STIMMBEZIRK;Ludwigsfelde, DRK City-Treff;1;933;534;399;0;408;407;1;1;0;3;405;63;62;147;36;44;31;4;11;0;0;5;0;0;0;1;0;1;5;403;65;59;119;46;42;30;15;4;13;1;2;0;0;4;0;1;2;0;0;
120720240240;Ludwigsfelde, Stadt;61;1207202402400002;STIMMBEZIRK;Ludwigsfelde, Theodor-Fontane-Grundschule (Speiseraum);2;1006;770;236;0;449;447;2;2;0;10;439;31;81;158;34;34;54;14;15;1;1;10;1;1;1;1;0;2;15;434;26;89;139;33;37;46;19;9;13;2;1;2;0;10;0;4;1;1;2;
120720240240;Ludwigsfelde, Stadt;61;1207202402400004;STIMMBEZIRK;Ludwigsfelde, Marie-Curie-Gymnasium (Raum 122);4;964;583;381;0;507;507;0;0;0;4;503;56;52;156;127;37;40;4;14;2;2;7;1;2;2;0;0;1;7;500;52;47;131;128;51;39;14;4;17;2;1;2;1;5;1;1;1;2;1;
120720240240;Ludwigsfelde, Stadt;61;1207202402400006;STIMMBEZIRK;Ludwigsfelde, Gebrüder-Grimm-Grundschule (Turnhalle);6;1553;933;620;0;740;735;5;5;0;15;725;99;108;302;54;48;64;6;28;1;1;7;0;2;2;0;0;3;19;721;118;112;227;68;60;72;12;6;24;1;1;1;0;9;2;1;1;3;3;
120720240240;Ludwigsfelde, Stadt;61;1207202402400017;STIMMBEZIRK;Ludwigsfelde, Kleeblatt Grundschule (Turnhalle II);17;1068;889;179;0;417;416;1;1;0;11;406;29;119;142;44;26;17;8;10;0;0;5;0;2;0;1;0;3;13;404;35;109;113;47;24;11;29;9;12;4;0;1;1;3;0;0;3;3;0;
120720240240;Ludwigsfelde, Stadt;61;1207202402400024;STIMMBEZIRK;Ludwigsfelde, OT Siethen, Gemeindehaus Siethen;24;605;404;201;0;303;303;0;0;0;3;300;58;48;101;13;26;26;6;9;1;0;8;2;1;0;0;0;1;7;296;56;48;77;20;31;23;11;5;8;0;1;1;0;8;1;2;3;0;1;
120720240240;Ludwigsfelde, Stadt;61;1207202402400028;STIMMBEZIRK;Ludwigsfelde, OT Genhagen, Freiwillige Feuerwehr Genshagen;28;1047;761;286;0;525;524;1;1;0;10;515;76;84;174;29;57;45;12;16;1;3;4;0;2;3;4;0;5;7;518;76;89;140;37;63;52;21;12;12;1;0;2;0;7;0;2;2;2;0;
120720240240;Ludwigsfelde, Stadt;61;1207202402400030;STIMMBEZIRK;Ludwigsfelde, OT Ahrensdorf, Freiwillige Feuerwehr Ahrensdorf;30;778;526;252;0;406;405;1;1;0;4;402;73;70;123;11;39;42;9;20;0;0;6;0;1;4;1;0;3;7;399;67;73;104;18;39;45;8;12;22;1;0;0;0;4;0;2;0;2;2;
120720240240;Ludwigsfelde, Stadt;61;1207202402400031;STIMMBEZIRK;Ludwigsfelde, OT Groß Schulzendorf, Bürgerhaus Dorfmitte Groß Schulzendorf;31;472;336;136;0;266;266;0;0;0;4;262;37;53;82;6;38;19;5;10;0;0;6;1;0;3;1;0;1;11;255;37;55;67;8;38;13;12;4;9;1;0;0;0;6;0;2;1;2;0;
120720240240;Ludwigsfelde, Stadt;61;1207202402400032;STIMMBEZIRK;Ludwigsfelde, Kita-Schwalbennest;32;1391;896;495;0;784;779;5;5;0;8;776;178;88;206;17;119;115;8;28;0;0;8;2;3;2;2;0;0;7;777;169;91;145;29;142;127;19;6;24;0;1;0;0;8;1;2;5;4;4;
120720240240;Ludwigsfelde, Stadt;61;1207202402409049;BRIEFWAHLBEZIRK;Ludwigsfelde, Briefwahl VII;9049;0;0;0;0;420;0;420;0;0;5;415;79;35;128;16;57;49;9;16;0;3;6;1;2;3;8;1;2;3;417;82;35;112;23;54;52;14;5;16;0;0;1;0;10;1;0;3;7;2;
;;61;61;WAHLKREIS;Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II;;232797;149187;83610;0;190547;110245;80302;619;0;1702;188845;26050;17302;64271;14701;16872;35452;3367;3439;369;804;3019;458;1004;845;442;57;393;1662;188885;26287;18658;50965;19110;20210;35865;4562;2795;3115;239;271;575;79;2977;368;705;469;613;1022;
120540000000;Potsdam, Stadt;61;1205400000002202;STIMMBEZIRK;Jägervorstadt 02;2202;1209;682;527;0;545;543;2;2;0;1;544;59;41;170;48;48;140;5;6;2;3;9;1;6;3;1;0;2;3;542;59;46;133;55;61;143;11;2;6;0;0;3;0;13;0;2;2;0;6;
120540000000;Potsdam, Stadt;61;1205400000002301;STIMMBEZIRK;Berliner Vorstadt 01;2301;1225;627;598;0;496;487;9;9;0;0;496;147;32;116;22;68;84;5;5;0;0;12;0;1;4;0;0;0;1;495;130;41;87;28;108;77;3;5;2;0;0;0;0;7;1;1;2;0;3;
120540000000;Potsdam, Stadt;61;1205400000003101;STIMMBEZIRK;Brandenburger Vorstadt 01;3101;1155;702;453;0;487;482;5;5;0;7;480;44;37;171;49;25;103;20;9;0;3;7;2;3;4;2;0;1;7;480;50;38;145;62;29;97;6;21;4;1;1;2;0;10;2;6;2;3;1;
120540000000;Potsdam, Stadt;61;1205400000003106;STIMMBEZIRK;Brandenburger Vorstadt 06;3106;1153;613;540;0;544;531;13;13;0;2;542;36;15;123;59;33;226;11;3;0;10;15;1;2;8;0;0;0;0;544;35;14;99;87;40;216;7;8;5;1;0;9;1;16;2;1;0;1;2;
120540000000;Potsdam, Stadt;61;1205400000003108;STIMMBEZIRK;Brandenburger Vorstadt 08;3108;1080;646;434;0;570;562;8;8;0;9;561;32;31;138;78;18;197;11;2;2;6;31;1;4;8;0;1;1;6;564;34;35;100;91;27;206;9;8;1;0;1;6;1;35;1;1;2;0;6;
120540000000;Potsdam, Stadt;61;1205400000003204;STIMMBEZIRK;Potsdam West 04;3204;1256;833;423;0;620;616;4;4;0;8;612;41;63;221;73;36;120;20;7;1;1;12;3;7;1;4;2;0;9;611;47;60;180;99;38;110;19;18;6;0;1;1;3;15;1;2;3;6;2;
120540000000;Potsdam, Stadt;61;1205400000004104;STIMMBEZIRK;Historische Innenstadt 04;4104;959;590;369;0;428;426;2;2;0;5;423;35;23;131;46;30;116;6;5;1;5;10;2;5;7;0;0;1;5;423;32;23;108;65;42;110;10;8;4;1;0;3;0;8;1;1;3;1;3;
