Gemeinde;Gemeindename;Wahlkreisnummer;Gebietsnummer;Gebietsart;Gebietsname;Bezirksnummer;Wahlberechtigte gesamt (A);Wahlberechtigte ohne Wahlschein (A1);Wahlberechtigte mit Wahlschein (A2);Wahlberechtigte nicht im WVZ (A3);Waehler gesamt (B);Waehler ohne Wahlschein;Waehler mit Wahlschein;Urnenwaehler mit Wahlschein in Urnenwahllokal;Briefwaehler mit Wahlschein in Urnenwahllokal;Direktstimmen ungueltige (C);Direktstimmen gueltige (D);D1;D2;D3;D4;D5;D6;D8;D9;D11;D12;D14;D15;D19;D20;D21;D22;D23;Listenstimmen ungueltige (E);Listenstimmen gueltige (F);F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;F18;F19;Column 57
120540000000;Potsdam, Stadt;61;1205400000004106;STIMMBEZIRK;Historische Innenstadt 06;4106;944;563;381;0;374;372;2;2;0;6;368;35;36;97;38;42;92;5;3;0;2;6;4;4;3;1;0;0;6;368;36;40;80;50;43;87;5;8;3;0;1;1;0;6;4;1;0;1;2;
120540000000;Potsdam, Stadt;61;1205400000004108;STIMMBEZIRK;Historische Innenstadt 08;4108;1156;698;458;0;565;561;4;4;0;4;561;40;36;125;68;47;179;19;2;1;3;23;1;5;10;0;0;2;6;559;38;38;96;73;55;185;18;13;3;0;1;2;0;24;0;0;6;2;5;
120540000000;Potsdam, Stadt;61;1205400000004304;STIMMBEZIRK;Zentrum Ost und Nuthepark 04;4304;1324;949;375;0;636;635;1;1;0;8;628;56;69;303;67;32;59;12;7;3;1;7;2;5;1;1;0;3;7;629;62;72;252;87;30;75;13;14;8;0;1;0;0;7;1;3;0;2;2;
120540000000;Potsdam, Stadt;61;1205400000004401;STIMMBEZIRK;Hauptbahnhof und Brauhausberg Nord 01;4401;1537;862;675;0;533;525;8;8;0;4;529;46;39;166;44;49;146;11;7;0;6;6;2;2;3;1;1;0;5;528;57;40;115;51;55;153;13;15;7;1;0;2;1;7;2;4;1;2;2;
120540000000;Potsdam, Stadt;61;1205400000004402;STIMMBEZIRK;Hauptbahnhof und Brauhausberg Nord 02;4402;863;485;378;0;406;403;3;3;0;2;404;63;15;86;45;52;103;20;6;0;0;11;1;0;1;0;0;1;2;404;59;17;59;53;58;102;11;15;4;0;0;4;0;12;0;4;4;1;1;
120540000000;Potsdam, Stadt;61;1205400000005203;STIMMBEZIRK;Babelsberg Nord 03;5203;1220;683;537;0;596;592;4;4;0;0;596;66;37;163;49;76;175;7;1;0;3;14;0;2;3;0;0;0;0;596;85;42;135;55;79;167;6;4;2;0;0;2;0;12;0;1;0;0;6;
120540000000;Potsdam, Stadt;61;1205400000005205;STIMMBEZIRK;Babelsberg Nord 05;5205;1191;702;489;0;597;588;9;9;0;9;588;36;32;184;58;35;206;3;4;0;2;14;2;3;7;2;0;0;11;586;42;37;130;86;55;191;16;3;1;0;0;0;0;11;3;4;1;1;5;
120540000000;Potsdam, Stadt;61;1205400000005303;STIMMBEZIRK;Babelsberg Süd 03;5303;1139;730;409;0;593;589;4;4;0;5;588;60;50;203;57;49;122;11;9;2;2;12;1;3;6;0;0;1;4;589;63;55;156;69;57;126;18;15;4;1;3;0;0;12;0;2;1;1;6;
120540000000;Potsdam, Stadt;61;1205400000005305;STIMMBEZIRK;Babelsberg Süd 05;5305;1274;798;476;0;590;589;1;1;0;2;588;55;74;183;84;41;108;11;6;3;3;8;2;4;4;1;0;1;2;588;58;85;168;97;28;99;16;8;8;0;2;5;0;8;1;2;1;0;2;
120540000000;Potsdam, Stadt;61;1205400000005306;STIMMBEZIRK;Babelsberg Süd 06;5306;1139;602;537;0;541;527;14;14;0;1;540;49;30;157;36;53;174;10;4;1;3;7;1;8;3;4;0;0;1;540;40;30;114;63;74;172;8;8;5;1;0;1;0;7;1;4;2;1;9;
120540000000;Potsdam, Stadt;61;1205400000006202;STIMMBEZIRK;Teltower Vorstadt 02;6202;1076;616;460;0;478;478;0;0;0;3;475;54;44;194;32;29;92;9;7;0;2;7;0;3;2;0;0;0;3;475;53;51;153;52;37;87;10;11;7;0;0;1;0;5;0;1;0;0;7;
120540000000;Potsdam, Stadt;61;1205400000006503;STIMMBEZIRK;Waldstadt II 03;6503;2199;1526;673;0;892;885;7;7;0;16;876;61;157;313;109;58;86;29;18;4;8;13;4;6;3;2;0;5;16;876;70;168;239;139;65;80;28;20;18;2;4;6;0;14;1;11;4;3;4;
120540000000;Potsdam, Stadt;61;1205400000006507;STIMMBEZIRK;Waldstadt II 07;6507;921;699;222;0;472;471;1;1;0;4;468;37;99;165;53;27;53;6;6;2;7;5;1;3;2;1;0;1;2;470;42;95;126;65;28;53;19;13;11;2;0;7;0;3;1;2;1;0;2;
120540000000;Potsdam, Stadt;61;1205400000007101;STIMMBEZIRK;Stern 01;7101;1273;768;505;0;573;563;10;10;0;3;570;70;69;212;55;48;82;6;5;0;6;6;3;2;3;2;1;0;4;569;88;79;167;69;48;82;15;3;6;1;0;4;1;2;0;2;0;0;2;
120540000000;Potsdam, Stadt;61;1205400000007102;STIMMBEZIRK;Stern 02;7102;1093;761;332;0;497;491;6;6;0;5;492;46;77;182;67;40;36;11;18;1;0;4;2;3;0;0;0;5;5;492;47;78;155;77;34;36;16;9;18;4;1;0;0;6;2;4;0;1;4;
120540000000;Potsdam, Stadt;61;1205400000007103;STIMMBEZIRK;Stern 03;7103;1137;785;352;0;547;544;3;3;0;9;538;54;75;218;63;50;45;11;6;1;1;8;0;2;2;0;0;2;8;539;67;82;187;67;43;51;14;4;8;0;1;0;0;8;0;0;0;6;1;
120540000000;Potsdam, Stadt;61;1205400000007205;STIMMBEZIRK;Drewitz 05;7205;1405;1072;333;0;629;626;3;3;0;6;623;48;136;243;53;43;48;11;11;3;1;9;2;5;1;2;0;7;4;625;50;145;201;72;47;39;14;13;10;2;3;0;0;13;1;5;2;1;7;
120540000000;Potsdam, Stadt;61;1205400000007303;STIMMBEZIRK;Kirchsteigfeld 03;7303;1115;784;331;0;624;622;2;2;0;5;619;67;91;240;54;58;74;9;3;2;0;15;3;2;0;0;0;1;3;621;79;96;190;69;59;71;19;7;4;0;1;0;0;14;3;3;2;2;2;
120540000000;Potsdam, Stadt;61;1205400000007304;STIMMBEZIRK;Kirchsteigfeld 04;7304;629;445;184;0;337;332;5;5;0;5;332;40;43;108;35;28;46;7;10;1;1;10;1;1;0;0;0;1;5;332;34;42;86;48;35;41;15;3;10;0;0;1;1;8;0;4;0;3;1;
120540000000;Potsdam, Stadt;61;1205400000008101;STIMMBEZIRK;Uetz-Paaren 01;8101;351;247;104;0;181;181;0;0;0;3;178;22;41;50;8;18;20;5;7;0;0;7;0;0;0;0;0;0;4;177;19;44;39;12;17;19;4;6;9;1;0;1;0;5;0;0;0;0;1;
120540000000;Potsdam, Stadt;61;1205400000008401;STIMMBEZIRK;Fahrland 01;8401;1610;999;611;0;734;733;1;1;0;6;728;111;105;241;59;62;85;15;17;0;3;21;0;4;1;2;0;2;5;729;102;119;194;59;85;85;26;14;8;1;0;1;0;18;0;3;7;4;3;
120540000000;Potsdam, Stadt;61;1205400000009057;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9057;9057;0;0;0;0;887;0;887;0;0;0;887;114;33;313;59;69;248;14;18;1;4;3;3;2;3;2;0;1;0;887;130;32;274;68;81;234;15;17;12;2;2;2;0;6;2;1;4;2;3;
120540000000;Potsdam, Stadt;61;1205400000009063;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9063;9063;0;0;0;0;590;0;590;0;0;2;588;65;41;168;50;56;162;13;12;0;2;4;1;7;2;4;0;1;2;588;65;40;130;57;69;169;15;10;11;0;0;1;0;4;1;2;5;1;8;
120540000000;Potsdam, Stadt;61;1205400000009068;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9068;9068;0;0;0;0;794;0;794;0;0;2;792;79;26;267;77;48;233;14;10;1;2;13;5;8;6;1;0;2;5;789;78;38;202;94;51;240;15;19;15;0;1;4;0;11;3;2;3;2;11;
120540000000;Potsdam, Stadt;61;1205400000009071;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9071;9071;0;0;0;0;829;0;829;0;0;4;825;62;42;287;101;32;232;8;12;0;7;11;3;7;16;3;0;2;2;827;72;39;226;137;45;234;13;18;5;1;0;8;1;14;5;0;2;0;7;
120540000000;Potsdam, Stadt;61;1205400000009072;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9072;9072;0;0;0;0;776;0;776;0;0;7;769;61;25;251;90;40;212;24;10;0;8;20;2;0;15;6;4;1;7;769;65;26;201;143;31;205;25;18;11;1;1;5;2;25;1;2;2;1;4;
120540000000;Potsdam, Stadt;61;1205400000009077;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9077;9077;0;0;0;0;805;0;805;0;0;4;801;57;20;230;81;65;283;15;12;2;4;7;3;13;8;1;0;0;3;802;64;27;155;121;64;294;11;21;10;0;1;4;0;12;4;1;0;2;11;
120540000000;Potsdam, Stadt;61;1205400000009079;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9079;9079;0;0;0;0;914;0;914;0;0;6;908;76;43;283;77;72;282;13;14;6;10;15;2;8;2;4;0;1;3;911;83;53;216;116;85;265;24;10;13;0;2;3;1;16;1;5;3;5;10;
120540000000;Potsdam, Stadt;61;1205400000009083;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9083;9083;0;0;0;0;366;0;366;0;0;4;362;61;9;77;29;42;119;6;6;0;2;5;0;3;3;0;0;0;4;362;64;11;56;38;43;121;6;7;4;0;0;2;0;5;0;1;2;0;2;
120540000000;Potsdam, Stadt;61;1205400000009090;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9090;9090;0;0;0;0;831;0;831;0;0;5;826;87;42;276;84;56;208;18;13;5;4;11;3;7;9;1;0;2;5;826;92;44;221;111;65;212;23;13;14;0;4;0;0;14;3;1;0;2;7;
120540000000;Potsdam, Stadt;61;1205400000009101;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9101;9101;0;0;0;0;624;0;624;0;0;4;620;54;50;279;98;21;69;10;12;2;6;9;0;2;0;5;2;1;6;618;55;51;232;120;30;74;21;8;9;0;1;1;1;8;2;1;0;3;1;
120540000000;Potsdam, Stadt;61;1205400000009102;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9102;9102;0;0;0;0;740;0;740;0;0;7;733;52;77;286;110;43;73;24;24;4;7;14;2;9;2;1;1;4;7;733;64;75;238;139;42;76;33;13;13;2;3;6;1;13;1;6;1;3;4;
120540000000;Potsdam, Stadt;61;1205400000009103;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9103;9103;0;0;0;0;789;0;789;0;0;6;783;100;68;311;92;52;97;14;21;1;4;4;3;4;4;4;0;4;1;788;103;72;251;114;74;98;21;13;21;2;4;3;1;1;1;3;0;2;4;
120540000000;Potsdam, Stadt;61;1205400000009107;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9107;9107;0;0;0;0;893;0;893;0;0;8;885;127;52;308;83;107;138;15;18;5;2;13;2;3;3;4;1;4;6;887;134;68;262;105;112;136;16;13;11;1;4;1;1;9;0;1;3;5;5;
120540000000;Potsdam, Stadt;61;1205400000009115;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9115;9115;0;0;0;0;110;0;110;0;0;1;109;20;10;39;13;7;14;1;0;1;0;4;0;0;0;0;0;0;1;109;15;10;30;12;12;18;4;1;0;0;1;0;0;6;0;0;0;0;0;
120690304304;Kleinmachnow;61;1206903043040003;STIMMBEZIRK;Kleinmachnow, Maxim Gorki Gesamtschule I;3;1096;697;399;0;522;522;0;0;0;7;515;78;71;194;18;39;92;10;3;0;0;6;1;2;1;0;0;0;8;514;74;71;141;33;58;100;11;9;5;1;0;0;0;7;0;1;0;1;2;
120690304304;Kleinmachnow;61;1206903043040011;STIMMBEZIRK;Kleinmachnow, Eigenherd-Schule II;11;1119;637;482;0;565;559;6;6;0;2;563;111;18;132;25;82;165;10;3;0;1;9;1;5;1;0;0;0;2;563;108;19;93;31;112;165;6;6;2;2;0;2;0;8;2;0;1;1;5;
120690304304;Kleinmachnow;61;1206903043040013;STIMMBEZIRK;Kleinmachnow, Kita Karl-Marx-Straße;13;1031;575;456;0;489;487;2;2;0;4;485;121;33;133;7;63;112;3;3;0;3;3;1;1;2;0;0;0;4;485;111;37;94;17;80;119;8;2;3;0;0;3;0;6;1;0;1;1;2;
120690304304;Kleinmachnow;61;1206903043040014;STIMMBEZIRK;Kleinmachnow, Weinberg-Gymnasium;14;923;510;413;0;406;406;0;0;0;1;405;101;30;121;9;53;74;5;4;1;0;3;3;1;0;0;0;0;2;404;97;31;97;16;67;76;10;2;4;0;0;0;0;3;0;0;0;0;1;
120690304304;Kleinmachnow;61;1206903043049001;BRIEFWAHLBEZIRK;Kleinmachnow, Briefwahlbezirk I;9001;0;0;0;0;393;0;393;0;0;3;390;76;17;148;29;39;64;3;5;0;1;5;0;3;0;0;0;0;3;390;72;23;114;39;49;72;7;0;2;1;0;1;0;4;0;1;2;1;2;
120690304304;Kleinmachnow;61;1206903043049004;BRIEFWAHLBEZIRK;Kleinmachnow, Briefwahlbezirk IV;9004;0;0;0;0;775;0;775;0;0;8;767;162;27;214;32;89;214;0;9;0;3;11;0;3;2;0;0;1;4;771;158;31;154;49;129;224;8;0;6;0;0;2;0;7;1;1;0;0;1;
120690304304;Kleinmachnow;61;1206903043049005;BRIEFWAHLBEZIRK;Kleinmachnow, Briefwahlbezirk V;9005;0;0;0;0;782;0;782;0;0;4;778;144;30;254;24;77;206;7;8;1;4;11;1;5;2;3;0;1;4;778;131;30;210;36;106;209;13;10;7;0;0;3;0;16;0;1;0;0;6;
120690304304;Kleinmachnow;61;1206903043049008;BRIEFWAHLBEZIRK;Kleinmachnow, Briefwahlbezirk VIII;9008;0;0;0;0;743;0;743;0;0;1;742;183;21;212;21;100;163;9;11;1;0;9;0;6;4;2;0;0;0;743;156;34;173;39;141;160;12;3;7;0;1;1;0;6;1;1;3;2;3;
120690397397;Michendorf;61;1206903973970005;STIMMBEZIRK;Michendorf OT Michendorf II, Gymnasium;5;730;475;255;0;337;337;0;0;0;2;335;60;44;123;18;25;35;9;6;1;1;6;2;1;3;1;0;0;3;334;58;52;96;25;35;39;11;5;3;0;0;0;0;5;1;0;1;1;2;
120690397397;Michendorf;61;1206903973970008;STIMMBEZIRK;Michendorf OT Wildenbruch I, Turnhalle;8;884;618;266;0;515;515;0;0;0;4;511;86;99;153;33;44;55;7;13;0;2;12;0;3;3;0;0;1;3;512;93;105;110;39;54;60;13;9;11;2;0;1;0;7;0;3;0;1;4;
120690397397;Michendorf;61;1206903973979011;BRIEFWAHLBEZIRK;Michendorf, Briefwahlbezirk II, GS Speiseraum II;9011;0;0;0;0;551;0;551;0;0;4;547;96;43;200;37;41;91;14;8;0;2;7;2;1;4;1;0;0;4;547;90;51;161;56;47;90;15;7;11;0;2;3;0;6;2;2;0;2;2;
120690397397;Michendorf;61;1206903973979014;BRIEFWAHLBEZIRK;Michendorf, Briefwahlbezirk V, EMB III;9014;0;0;0;0;645;0;645;0;0;6;639;123;26;238;36;59;111;3;20;2;5;9;3;1;3;0;0;0;4;641;104;32;188;45;92;122;14;4;19;0;1;4;0;8;3;1;0;2;2;
120690397397;Michendorf;61;1206903973979015;BRIEFWAHLBEZIRK;Michendorf, Briefwahlbezirk VI, EMB IV;9015;0;0;0;0;505;0;505;0;0;2;503;90;45;185;28;40;85;4;6;0;1;9;3;3;2;2;0;0;1;504;87;48;136;44;49;98;13;3;10;0;0;1;1;9;2;0;1;2;0;
120690454454;Nuthetal;61;1206904544540006;STIMMBEZIRK;Nuthetal OT Saarmund, Schule Werkraum;6;637;483;154;0;376;376;0;0;0;7;369;51;65;109;27;46;41;3;10;0;3;12;0;0;0;0;0;2;5;371;60;63;91;29;47;46;10;2;4;1;0;3;1;8;0;1;4;1;0;
120690454454;Nuthetal;61;1206904544549018;BRIEFWAHLBEZIRK;Nuthetal, Briefwahl 9018;9018;0;0;0;0;881;0;881;0;0;6;875;114;58;377;46;91;137;15;5;0;6;10;2;5;1;7;1;0;7;874;125;62;296;82;105;129;17;12;6;1;0;8;0;14;2;6;0;4;5;
120690590590;Schwielowsee;61;1206905905901201;STIMMBEZIRK;Schwielowsee, OT Caputh, Bürgerhaus;1201;1404;864;540;0;630;630;0;0;0;10;620;93;67;213;39;73;90;6;13;0;5;12;0;5;3;0;0;1;8;622;92;82;162;61;97;79;11;3;11;0;1;2;0;13;2;0;0;1;5;
120690590590;Schwielowsee;61;1206905905901203;STIMMBEZIRK;Schwielowsee, OT Caputh, Gebäude Kita;1203;1113;681;432;0;531;531;0;0;0;6;525;86;39;188;32;49;98;13;5;2;2;6;0;2;1;2;0;0;5;526;90;42;151;41;56;102;8;11;6;2;0;3;1;8;0;0;2;1;2;
120690590590;Schwielowsee;61;1206905905909031;BRIEFWAHLBEZIRK;Schwielowsee, Briefwahlbezirk 9031;9031;0;0;0;0;931;0;931;0;0;5;926;135;68;361;72;72;161;9;22;4;1;11;1;3;3;1;1;1;5;926;134;81;293;105;80;160;21;10;16;1;1;0;0;7;1;4;1;5;6;
120690590590;Schwielowsee;61;1206905905909032;BRIEFWAHLBEZIRK;Schwielowsee, Briefwahlbezirk 9032;9032;0;0;0;0;762;0;762;0;0;5;757;99;66;259;47;72;140;13;28;1;1;18;0;4;2;5;0;2;4;758;107;71;205;66;82;151;18;10;21;0;0;3;0;18;1;2;2;0;1;
120690604604;Stahnsdorf;61;1206906046040003;STIMMBEZIRK;Stahnsdorf, Vicco-von-Bülow-Gymnasium (Sporthalle);3;822;473;349;0;338;338;0;0;0;2;336;52;41;116;17;40;42;5;15;1;0;5;1;0;1;0;0;0;2;336;53;35;108;18;47;48;8;3;6;2;1;1;0;6;0;0;0;0;0;
120690604604;Stahnsdorf;61;1206906046040006;STIMMBEZIRK;Stahnsdorf, Lindenhof-Grundschule (Mensa);6;948;516;432;0;446;446;0;0;0;3;443;94;48;135;12;60;67;5;7;0;1;9;1;2;2;0;0;0;3;443;91;56;107;21;72;66;6;1;12;0;0;1;0;7;0;1;0;1;1;
120690604604;Stahnsdorf;61;1206906046040010;STIMMBEZIRK;Stahnsdorf, Grundschule Heinrich Zille (Mensa);10;927;548;379;0;443;442;1;1;0;5;438;88;47;157;24;33;57;4;10;0;3;11;0;2;0;1;0;1;5;438;84;52;119;29;44;67;9;7;5;2;0;1;0;12;0;0;2;5;0;
120690604604;Stahnsdorf;61;1206906046040012;STIMMBEZIRK;Stahnsdorf, Gemeindezentrum;12;958;461;497;0;390;390;0;0;0;3;387;77;40;130;9;60;55;7;4;0;0;4;0;0;0;0;0;1;2;388;76;42;110;10;75;56;3;4;4;0;0;0;0;4;0;0;0;2;2;
120690604604;Stahnsdorf;61;1206906046040013;STIMMBEZIRK;Stahnsdorf, Bürgerhaus Güterfelde;13;940;622;318;0;471;471;0;0;0;13;458;73;75;169;17;43;40;13;12;0;0;10;0;5;1;0;0;0;8;463;67;84;131;23;55;52;13;9;11;3;0;0;0;8;1;2;1;2;1;
120690604604;Stahnsdorf;61;1206906046049024;BRIEFWAHLBEZIRK;Stahnsdorf, Briefwahllokal 9024;9024;0;0;0;0;751;0;751;0;0;6;745;157;43;234;38;86;115;26;22;1;3;9;4;1;5;1;0;0;6;745;156;44;180;55;102;147;12;10;17;1;0;2;0;6;2;4;3;3;1;
120690604604;Stahnsdorf;61;1206906046049026;BRIEFWAHLBEZIRK;Stahnsdorf, Briefwahllokal 9026;9026;0;0;0;0;843;0;843;0;0;5;838;181;54;280;40;86;147;10;13;0;6;18;1;2;0;0;0;0;5;838;174;70;217;40;110;172;15;6;7;0;1;1;0;19;0;0;0;3;3;
120690604604;Stahnsdorf;61;1206906046049028;BRIEFWAHLBEZIRK;Stahnsdorf, Briefwahllokal 9028;9028;0;0;0;0;681;0;681;0;0;5;676;152;43;223;36;71;107;13;9;1;4;10;0;0;2;3;0;2;4;677;150;45;184;41;85;120;9;7;9;1;2;4;0;14;0;2;1;3;0;
120690616616;Teltow, Stadt;61;120690616616;GEMEINDE;Teltow, Stadt;;20955;13774;7181;0;16897;9938;6959;41;0;179;16718;2979;1686;5892;759;1659;2522;332;370;26;52;240;31;76;32;36;1;25;169;16728;2853;1782;4696;1042;2096;2625;464;245;341;28;11;28;2;223;22;79;52;59;80;
120690616616;Teltow, Stadt;61;1206906166160002;STIMMBEZIRK;Teltow, ev. Diakonissenhaus;2;1367;873;494;0;620;616;4;4;0;5;615;112;47;194;11;76;113;11;22;0;1;18;1;4;2;2;0;1;6;614;105;55;162;22;101;106;16;6;14;0;0;1;0;14;1;5;3;1;2;
120690616616;Teltow, Stadt;61;1206906166160003;STIMMBEZIRK;Teltow, Autohaus Kolbe;3;1708;1036;672;0;874;873;1;1;0;4;870;160;79;258;25;107;181;12;25;0;1;15;0;4;1;2;0;0;7;867;154;89;196;34;140;190;10;7;17;1;1;0;0;12;1;6;2;3;4;
120690616616;Teltow, Stadt;61;1206906166160004;STIMMBEZIRK;Teltow, Jugendtreff Teltow;4;1294;863;431;0;704;700;4;4;0;5;699;124;96;228;32;88;81;15;14;1;2;12;2;0;3;0;0;1;5;699;109;100;182;45;104;91;17;12;14;1;1;1;0;14;1;5;1;1;0;
120690616616;Teltow, Stadt;61;1206906166160006;STIMMBEZIRK;Teltow, ehem. Oberschule Bruno-H.Bürgel;6;1424;1019;405;0;640;636;4;4;0;9;631;79;102;226;45;49;85;15;11;0;1;11;1;0;0;1;0;5;10;630;71;103;189;52;56;80;28;14;14;1;0;1;0;10;0;3;4;0;4;
120690616616;Teltow, Stadt;61;1206906166160013;STIMMBEZIRK;Teltow, Mehrgenerationenhaus 'Philantow';13;1434;839;595;0;616;612;4;4;0;5;611;122;78;208;13;56;91;11;10;0;0;16;2;2;0;2;0;0;6;610;118;87;154;30;69;106;12;5;10;2;0;0;0;10;0;1;1;2;3;
120690616616;Teltow, Stadt;61;1206906166169035;BRIEFWAHLBEZIRK;Teltow, Briefwahlbezirk VIII;9035;0;0;0;0;906;0;906;0;0;13;893;156;55;326;31;86;167;17;29;1;3;9;5;4;0;3;0;1;12;894;169;56;263;46;116;169;18;14;18;0;1;1;0;9;2;4;0;4;4;
120690616616;Teltow, Stadt;61;1206906166169036;BRIEFWAHLBEZIRK;Teltow, Briefwahlbezirk I;9036;0;0;0;0;487;0;487;0;0;3;484;79;37;203;22;53;46;12;16;0;1;4;0;5;1;5;0;0;0;487;70;47;178;41;62;45;13;3;13;0;1;1;0;4;0;2;0;4;3;
120690616616;Teltow, Stadt;61;1206906166169037;BRIEFWAHLBEZIRK;Teltow, Briefwahlbezirk II;9037;0;0;0;0;917;0;917;0;0;5;912;180;57;331;44;84;158;14;26;1;2;4;0;2;2;6;0;1;3;914;166;60;265;62;115;162;24;17;18;1;1;2;0;6;0;4;6;3;2;
120690616616;Teltow, Stadt;61;1206906166169042;BRIEFWAHLBEZIRK;Teltow, Briefwahlbezirk VII;9042;0;0;0;0;804;0;804;0;0;9;795;162;37;310;39;60;127;16;25;4;3;5;0;3;1;2;0;1;10;794;156;37;240;56;90;132;31;19;17;1;3;1;0;3;1;1;1;3;2;
120720240240;Ludwigsfelde, Stadt;61;1207202402400005;STIMMBEZIRK;Ludwigsfelde, Marie-Curie-Gymnasium (Raum 124);5;871;551;320;0;398;397;1;1;0;2;396;40;54;176;17;35;38;3;18;1;3;9;0;0;1;1;0;0;8;390;43;60;145;21;45;37;9;4;15;1;0;1;0;6;0;0;1;1;1;
120720240240;Ludwigsfelde, Stadt;61;1207202402400008;STIMMBEZIRK;Ludwigsfelde, Gottlieb-Daimler-Schule (Aula);8;1544;1192;352;0;666;666;0;0;0;17;649;54;128;294;57;32;30;15;25;0;3;5;1;1;2;1;0;1;25;641;54;125;255;63;33;31;20;11;22;4;0;3;0;9;0;4;1;5;1;
120720240240;Ludwigsfelde, Stadt;61;1207202402400011;STIMMBEZIRK;Ludwigsfelde, Förderschule (Speiseraum);11;983;696;287;0;457;457;0;0;0;15;442;64;74;182;34;29;25;9;8;2;1;7;4;0;0;1;0;2;15;442;63;82;156;43;30;24;7;7;8;1;2;2;0;8;2;2;0;5;0;
120720240240;Ludwigsfelde, Stadt;61;1207202402400013;STIMMBEZIRK;Ludwigsfelde, Förderschule (Turnhalle);13;872;556;316;0;395;395;0;0;0;10;385;68;65;144;25;33;21;10;10;0;1;5;1;0;1;0;0;1;10;385;69;69;122;27;37;20;13;7;11;0;1;0;0;4;1;1;1;2;0;
120720240240;Ludwigsfelde, Stadt;61;1207202402400014;STIMMBEZIRK;Ludwigsfelde, Waldhaus;14;1241;956;285;0;566;559;7;7;0;10;556;36;109;230;59;28;33;16;21;0;5;7;2;3;2;3;0;2;18;548;35;106;188;68;33;31;33;10;14;2;1;2;3;12;0;5;1;3;1;
120720240240;Ludwigsfelde, Stadt;61;1207202402400015;STIMMBEZIRK;Ludwigsfelde, Kleeblatt Grundschule (Turnhalle I);15;1605;1176;429;0;733;730;3;3;0;10;723;86;148;285;45;51;49;17;19;1;6;9;1;1;0;2;0;3;10;723;78;158;233;54;63;41;39;11;21;4;1;2;1;9;0;5;1;2;0;
120720240240;Ludwigsfelde, Stadt;61;1207202402400019;STIMMBEZIRK;Ludwigsfelde, Kleeblatt Grundschule (Raum 028);19;1175;786;389;0;453;452;1;1;0;10;443;49;68;175;34;32;44;17;10;1;4;4;0;2;1;1;0;1;11;442;45;70;140;44;38;39;19;14;10;0;1;3;0;4;0;8;0;4;3;
120720240240;Ludwigsfelde, Stadt;61;1207202402400022;STIMMBEZIRK;Ludwigsfelde, OT Jütchendorf, Gemeindehaus Jütchendorf;22;463;344;119;0;294;291;3;3;0;10;284;46;26;96;18;25;45;3;15;0;1;8;1;0;0;0;0;0;13;281;41;29;81;23;32;41;8;5;11;0;1;0;0;7;1;1;0;0;0;
120720240240;Ludwigsfelde, Stadt;61;1207202402400025;STIMMBEZIRK;Ludwigsfelde, OT Kerzendorf, Gemeindehaus Kerzendorf;25;373;275;98;0;224;224;0;0;0;2;222;39;24;83;10;25;23;1;9;0;0;6;1;1;0;0;0;0;4;220;44;29;61;13;26;22;4;1;8;0;0;0;0;5;0;2;1;2;2;
120720240240;Ludwigsfelde, Stadt;61;1207202402400026;STIMMBEZIRK;Ludwigsfelde, OT Wietstock, Freiwillige Feuerwehr Wietstock;26;280;214;66;0;180;179;1;1;0;4;176;26;25;72;7;14;16;5;5;0;0;2;1;2;1;0;0;0;5;175;32;26;60;11;15;9;8;1;6;0;0;0;0;4;2;0;0;1;0;
120720240240;Ludwigsfelde, Stadt;61;1207202402409045;BRIEFWAHLBEZIRK;Ludwigsfelde, Briefwahl III;9045;0;0;0;0;470;0;470;0;0;5;465;46;47;223;36;38;33;7;14;4;1;6;1;4;0;0;0;5;4;466;50;50;180;48;40;40;11;3;19;1;4;1;1;5;0;1;0;8;4;
120720240240;Ludwigsfelde, Stadt;61;1207202402409050;BRIEFWAHLBEZIRK;Ludwigsfelde, Briefwahl VIII;9050;0;0;0;0;838;0;838;0;0;5;833;151;58;272;41;105;129;15;29;2;3;14;2;2;4;3;0;3;7;831;155;59;211;60;125;132;25;10;18;2;1;2;1;13;2;3;5;5;2;
