Gemeinde;Gemeindename;Wahlkreisnummer;Gebietsnummer;Gebietsart;Gebietsname;Bezirksnummer;Ausgezaehlt abweichend Gebiet;Ausgezaehlt abweichend AGS;Ausbleibend;Wahlberechtigte gesamt (A);Wahlberechtigte ohne Wahlschein (A1);Wahlberechtigte mit Wahlschein (A2);Wahlberechtigte nicht im WVZ (A3);Waehler gesamt (B);Waehler ohne Wahlschein;Waehler mit Wahlschein;Urnenwaehler mit Wahlschein in Urnenwahllokal;Briefwaehler mit Wahlschein in Urnenwahllokal;Stimmen ungueltige (C);Stimmen gueltige (D);D1;D1_1;D1_2;D1_3;D1_4;D1_5;D1_6;D1_7;D1_8;D1_9;D1_10;D1_11;D1_12;D1_13;D1_14;D2;D2_1;D2_2;D2_3;D2_4;D2_5;D2_6;D2_7;D2_8;D2_9;D2_10;D2_11;D2_12;D2_13;D2_14;D3;D3_1;D3_2;D3_3;D3_4;D3_5;D3_6;D3_7;D3_8;D3_9;D3_10;D3_11;D3_12;D3_13;D3_14;D4;D4_1;D4_2;D4_3;D4_4;D4_5;D4_6;D4_7;D4_8;D4_9;D4_10;D4_11;D4_12;D4_13;D4_14;D5;D5_1;D5_2;D5_3;D5_4;D5_5;D5_6;D5_7;D5_8;D5_9;D5_10;D5_11;D5_12;D5_13;D5_14;D6;D6_1;D6_2;D6_3;D6_4;D7;D7_1;D7_2;D7_3;D7_4;D7_5;D7_6;D7_7;D7_8;D7_9;D7_10;D7_11;D7_12;D7_13;D7_14;D8;D8_1;D8_2;D9;D9_1;D9_2;D9_3;D9_4;D9_5;D9_6;D9_7;D9_8;D10;D10_1;D10_2;D10_3;D10_4;D10_5;D10_6;D10_7;D10_8;D11;D11_1;D11_2;D11_3;D11_4;D11_5;D12;D12_1;D12_2;D13;D13_1;Column 149
54;Potsdam, Stadt;5402;1205400000001301;STIMMBEZIRK;Nedlitz  Bornstedt 01;1301;;;N;1227;889;338;0;642;638;4;4;0;7;1904;349;154;59;53;19;9;16;2;8;2;3;13;2;2;7;399;112;96;58;23;6;15;19;6;13;0;8;18;15;10;179;65;31;10;25;15;14;2;3;3;6;5;;;;314;81;43;21;10;34;25;11;7;17;27;10;16;3;9;160;34;20;19;17;1;6;12;3;7;12;5;3;9;12;194;137;57;;;111;36;20;16;4;1;1;12;0;7;0;0;7;0;7;60;60;;55;32;5;8;6;4;;;;41;26;7;2;6;;;;;42;10;22;8;2;;;;;;;
54;Potsdam, Stadt;5403;1205400000003103;STIMMBEZIRK;Brandenburger Vorstadt 03;3103;;;N;1223;858;365;0;648;642;6;6;0;8;1919;287;90;74;29;5;9;28;8;6;8;7;4;4;12;3;425;90;105;21;51;30;14;31;7;14;12;16;9;18;7;200;48;88;3;11;9;1;6;3;10;3;3;6;9;;193;94;23;2;13;16;6;2;9;2;2;7;4;13;;421;74;37;41;32;19;52;29;52;22;7;20;12;14;10;87;52;35;;;80;24;14;8;4;7;3;7;0;1;5;0;2;1;4;70;54;16;14;10;1;3;;;;;;50;27;12;6;4;1;;;;8;5;2;1;;;84;59;25;;;
54;Potsdam, Stadt;5402;1205400000001303;STIMMBEZIRK;Bornstedt 03;1303;;;N;1213;843;370;0;604;602;2;2;0;8;1781;339;162;40;36;14;1;11;6;38;2;1;15;4;1;8;286;104;43;28;17;4;14;9;2;14;4;11;10;14;12;112;35;19;8;14;7;9;2;1;9;7;1;;;;412;119;45;24;21;55;31;25;14;12;28;4;18;5;11;143;47;9;16;7;7;3;5;6;9;15;2;2;7;8;216;172;44;;;97;27;14;12;6;4;2;18;2;2;0;1;3;1;5;35;35;;68;35;19;5;7;2;;;;34;11;17;3;3;;;;;39;7;6;12;14;;;;;;;
54;Potsdam, Stadt;5403;1205400000003105;STIMMBEZIRK;Brandenburger Vorstadt 05;3105;;;N;678;473;205;0;376;376;0;0;0;6;1104;199;63;42;19;3;23;18;5;5;3;3;5;1;6;3;201;70;38;18;17;13;4;17;2;6;1;7;3;3;2;106;25;31;5;7;6;0;4;8;4;3;4;2;7;;125;62;20;6;9;6;2;1;2;6;1;2;2;6;;245;47;14;29;19;16;26;7;28;6;7;13;4;12;17;78;59;19;;;22;6;13;0;0;0;0;0;1;2;0;0;0;0;0;41;24;17;16;7;3;6;;;;;;35;22;3;0;5;5;;;;16;7;2;7;;;20;14;6;;;
54;Potsdam, Stadt;5402;1205400000001304;STIMMBEZIRK;Bornstedt 04;1304;;;N;1301;928;373;0;716;710;6;6;0;10;2101;474;230;74;62;45;9;9;2;9;3;10;11;1;1;8;311;103;70;41;22;3;11;10;8;16;2;7;8;7;3;123;47;17;6;7;10;12;6;4;12;0;2;;;;419;110;58;35;47;46;24;10;10;22;24;7;9;8;9;96;34;11;17;7;3;1;1;1;8;6;3;1;0;3;328;240;88;;;129;43;25;13;8;2;2;9;6;2;2;5;6;0;6;34;34;;59;39;12;6;1;1;;;;79;37;20;8;14;;;;;49;15;12;15;7;;;;;;;
54;Potsdam, Stadt;5403;1205400000003106;STIMMBEZIRK;Brandenburger Vorstadt 06;3106;;;N;1197;824;373;0;666;654;12;12;0;4;1981;325;100;86;26;9;15;18;12;1;15;13;2;7;16;5;516;150;125;63;33;24;15;37;4;18;7;11;12;13;4;221;51;85;7;16;8;6;3;8;9;8;1;6;13;;167;78;16;5;24;9;4;2;9;8;1;2;2;7;;381;78;24;43;49;25;27;19;51;13;3;19;10;8;12;116;77;39;;;54;17;13;15;0;1;1;0;0;5;0;0;2;0;0;51;32;19;24;13;4;7;;;;;;55;40;5;5;3;2;;;;26;17;4;5;;;45;32;13;;;
54;Potsdam, Stadt;5402;1205400000001305;STIMMBEZIRK;Bornstedt 05;1305;;;N;1299;977;322;0;613;607;6;6;0;15;1792;397;162;81;42;21;8;19;4;12;7;6;13;8;6;8;314;103;58;29;25;0;10;18;2;7;1;20;23;12;6;158;69;32;7;8;12;9;6;3;7;4;1;;;;298;82;28;20;20;41;16;7;12;12;15;16;17;7;5;150;45;14;20;16;2;4;15;6;10;4;3;1;9;1;155;113;42;;;90;27;19;10;11;0;2;4;4;3;0;3;4;0;3;47;47;;88;43;20;15;6;4;;;;72;25;24;5;18;;;;;23;4;7;9;3;;;;;;;
54;Potsdam, Stadt;5403;1205400000003107;STIMMBEZIRK;Brandenburger Vorstadt 07;3107;;;N;1566;1259;307;0;778;777;1;1;0;22;2254;634;153;270;53;16;35;31;16;4;14;4;2;8;18;10;184;43;36;14;6;11;7;18;2;16;2;17;5;6;1;207;39;75;9;11;11;6;7;21;14;0;1;6;7;;300;146;32;17;22;16;12;6;4;12;2;7;5;19;;220;45;11;25;30;18;17;14;13;8;2;11;5;13;8;357;239;118;;;66;16;9;3;21;8;1;1;0;2;2;0;0;0;3;70;54;16;44;26;9;9;;;;;;117;69;17;11;9;11;;;;19;7;7;5;;;36;21;15;;;
54;Potsdam, Stadt;5402;1205400000001307;STIMMBEZIRK;Bornstedt 07;1307;;;N;1215;885;330;0;571;569;2;2;0;12;1659;398;147;54;46;30;11;13;14;17;15;4;29;5;6;7;174;45;24;16;21;4;11;7;2;7;0;9;11;14;3;201;80;27;7;28;10;11;16;5;8;7;2;;;;263;79;16;26;21;23;23;17;7;14;9;8;7;2;11;188;51;26;21;22;5;8;4;1;12;19;5;1;7;6;186;135;51;;;64;18;10;6;4;1;2;3;5;1;1;2;6;2;3;37;37;;58;32;13;7;1;5;;;;58;29;16;5;8;;;;;32;14;8;7;3;;;;;;;
54;Potsdam, Stadt;5403;1205400000003108;STIMMBEZIRK;Brandenburger Vorstadt 08;3108;;;N;1134;818;316;0;640;636;4;4;0;10;1876;302;88;70;24;13;24;19;10;6;8;13;4;3;19;1;410;118;90;50;27;24;6;30;2;23;1;15;9;6;9;195;43;71;5;8;18;1;17;8;8;1;3;6;6;;129;52;18;11;9;12;7;0;3;4;0;2;3;8;;410;87;26;48;66;31;32;14;29;4;14;17;7;14;21;147;100;47;;;63;18;19;3;1;6;8;1;0;2;1;1;0;0;3;62;34;28;18;11;3;4;;;;;;67;34;12;5;10;6;;;;18;5;6;7;;;55;38;17;;;
54;Potsdam, Stadt;5402;1205400000001308;STIMMBEZIRK;Bornstedt 08;1308;;;N;1119;816;303;0;473;473;0;0;0;9;1387;323;152;45;38;22;5;18;3;4;3;7;12;5;3;6;218;70;44;23;15;2;8;7;13;5;0;9;5;13;4;78;32;7;8;9;4;4;9;0;2;2;1;;;;253;87;22;14;32;29;9;8;1;8;8;9;13;2;11;119;36;14;16;15;3;4;3;0;6;9;4;1;3;5;194;135;59;;;66;25;5;5;3;0;1;7;4;8;0;1;1;0;6;26;26;;32;18;5;3;2;4;;;;46;27;8;4;7;;;;;32;6;11;8;7;;;;;;;
54;Potsdam, Stadt;5403;1205400000006101;STIMMBEZIRK;Templiner Vorstadt 01;6101;;;N;1364;1026;338;0;672;669;3;3;0;13;1971;392;132;102;46;7;19;23;16;6;9;1;8;3;19;1;292;86;53;27;21;18;13;15;7;13;6;9;9;10;5;114;35;28;6;11;6;2;2;6;6;5;2;1;4;;354;176;35;23;21;17;11;4;6;9;13;9;7;23;;173;40;10;26;11;5;15;14;10;5;0;8;14;7;8;286;202;84;;;101;43;23;1;3;12;1;2;0;4;2;3;4;0;3;61;50;11;31;17;9;5;;;;;;54;32;6;6;7;3;;;;50;19;20;11;;;63;40;23;;;
54;Potsdam, Stadt;5402;1205400000001309;STIMMBEZIRK;Bornstedt 09;1309;;;N;1203;862;341;0;556;553;3;3;0;4;1656;211;93;25;26;7;8;15;5;6;2;2;11;6;4;1;319;101;40;46;21;4;13;22;2;18;4;14;14;16;4;173;61;23;17;27;16;11;1;2;6;4;5;;;;247;75;29;24;19;25;13;3;13;2;21;12;4;4;3;210;46;18;15;16;7;28;12;2;27;8;12;3;9;7;241;185;56;;;82;17;31;12;0;1;2;2;4;2;0;2;3;0;6;41;41;;57;26;15;2;6;8;;;;56;21;13;6;16;;;;;19;1;2;14;2;;;;;;;
54;Potsdam, Stadt;5403;1205400000009024;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9024;9024;;;N;0;0;0;0;475;0;475;0;0;8;1393;265;57;63;47;5;36;13;8;5;3;7;6;2;13;0;211;47;38;6;23;20;7;16;10;7;4;13;5;12;3;91;16;22;1;10;19;0;3;2;7;4;0;3;4;;322;109;26;8;38;52;9;2;25;15;4;11;10;13;;86;26;4;16;6;1;10;5;6;3;1;1;4;2;1;91;67;24;;;47;14;15;1;2;3;2;1;0;2;1;0;1;2;3;32;20;12;24;15;3;6;;;;;;169;106;50;4;8;1;;;;18;9;5;4;;;37;28;9;;;
54;Potsdam, Stadt;5402;1205400000001310;STIMMBEZIRK;Bornstedt 10;1310;;;N;1208;890;318;0;544;541;3;3;0;14;1572;262;121;38;35;14;9;11;9;3;2;0;11;3;5;1;330;84;52;52;19;8;11;14;13;17;1;17;17;20;5;117;50;16;7;11;17;2;8;1;1;2;2;;;;305;109;54;28;9;32;10;8;3;3;24;16;5;3;1;111;26;13;9;11;2;13;8;4;5;5;2;1;9;3;199;142;57;;;106;27;23;14;5;0;3;5;5;4;0;3;8;0;9;23;23;;53;36;8;3;2;4;;;;35;17;6;1;11;;;;;31;7;15;5;4;;;;;;;
54;Potsdam, Stadt;5403;1205400000009033;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9033;9033;;;N;0;0;0;0;568;0;568;0;0;3;1695;374;107;56;101;11;15;30;16;4;8;3;2;8;8;5;275;64;70;10;24;18;4;30;2;16;5;12;5;12;3;167;30;60;12;7;6;2;6;18;9;3;1;4;9;;211;87;27;10;29;19;8;1;4;10;1;4;1;10;;252;44;26;44;14;3;34;15;18;7;15;10;5;4;13;133;79;54;;;45;6;11;4;4;8;2;2;1;3;0;1;1;1;1;44;28;16;28;15;7;6;;;;;;91;59;11;8;10;3;;;;15;9;3;3;;;60;45;15;;;
54;Potsdam, Stadt;5402;1205400000002202;STIMMBEZIRK;Jägervorstadt 02;2202;;;N;1278;873;405;0;639;633;6;6;0;4;1900;312;119;41;51;22;5;12;6;14;1;6;21;7;5;2;406;124;60;44;49;10;17;19;6;8;1;17;18;31;2;147;58;26;10;9;9;9;5;5;9;4;3;;;;338;89;37;15;17;36;28;14;12;17;23;10;26;6;8;165;47;21;14;10;4;4;9;2;7;20;4;2;17;4;183;146;37;;;134;37;23;9;4;0;6;15;2;7;0;10;8;3;10;37;37;;74;49;11;7;2;5;;;;81;33;32;7;9;;;;;23;7;6;4;6;;;;;;;
;;5404;5404;WAHLKREIS;Wahlkreis 5404;;;;N;24980;18569;6411;0;18808;12850;5958;79;0;271;55358;11043;3840;2149;868;484;686;992;185;203;357;221;464;280;107;207;9653;3513;1121;499;646;564;570;474;478;629;222;229;361;237;110;4525;1267;1187;549;154;327;269;197;230;82;263;;;;;6713;2207;1886;658;251;359;544;111;144;553;;;;;;7843;1815;2219;557;605;439;563;219;156;304;80;197;168;316;205;5374;2309;1350;1715;;2641;842;431;157;99;44;113;67;93;28;39;58;70;47;553;1289;1289;;1189;453;599;137;;;;;;2008;1119;292;235;186;176;;;;909;559;135;124;28;63;2171;2171;;;;
54;Potsdam, Stadt;5402;1205400000008401;STIMMBEZIRK;Fahrland 01;8401;;;N;871;673;198;0;441;439;2;2;0;5;1292;261;131;17;48;10;5;5;4;11;7;5;11;5;0;2;103;31;15;11;16;1;3;8;0;1;1;4;6;6;0;91;59;6;2;3;4;11;2;1;0;1;2;;;;274;76;23;29;7;35;6;12;7;14;26;19;13;4;3;51;14;5;5;7;2;0;4;3;1;1;1;1;5;2;302;146;156;;;49;19;8;3;3;1;1;1;4;2;2;1;2;1;1;37;37;;54;30;16;6;1;1;;;;47;22;11;3;11;;;;;23;6;1;1;15;;;;;;;
54;Potsdam, Stadt;5404;1205400000004301;STIMMBEZIRK;Zentrum Ost und Nuthepark 01;4301;;;N;1126;846;280;0;529;528;1;1;0;10;1543;287;115;29;23;23;24;19;3;6;4;8;9;19;3;2;187;42;20;13;20;24;9;12;7;14;0;2;11;6;7;144;44;32;19;1;11;16;15;3;0;3;;;;;141;40;16;14;5;15;18;11;7;15;;;;;;162;45;25;14;11;3;9;5;6;9;3;10;8;9;5;292;131;75;86;;43;10;4;3;1;1;6;3;1;0;1;2;1;1;9;52;52;;44;26;12;6;;;;;;70;48;7;11;1;3;;;;20;11;2;6;0;1;101;101;;;;
54;Potsdam, Stadt;5402;1205400000009015;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9015;9015;;;N;0;0;0;0;679;0;679;0;0;3;2005;511;233;75;55;23;7;21;11;31;7;14;23;4;0;7;362;126;70;35;19;3;12;21;4;11;4;8;27;18;4;117;44;7;6;17;10;10;14;1;3;2;3;;;;447;123;31;22;44;64;42;15;11;12;20;8;30;5;20;179;49;16;11;19;5;5;11;0;7;31;4;0;11;10;124;93;31;;;97;34;16;3;10;2;2;7;7;4;0;1;7;0;4;13;13;;63;40;8;3;6;6;;;;46;26;6;3;11;;;;;46;17;13;5;11;;;;;;;
54;Potsdam, Stadt;5404;1205400000004304;STIMMBEZIRK;Zentrum Ost und Nuthepark 04;4304;;;N;1297;1070;227;0;629;628;1;1;0;18;1792;484;163;52;39;21;26;76;14;5;16;15;17;21;4;15;140;29;22;12;14;12;13;10;7;6;8;0;3;3;1;199;52;37;36;7;8;13;11;19;5;11;;;;;220;55;30;42;12;20;26;9;5;21;;;;;;154;56;33;10;6;8;5;9;10;2;1;3;2;4;5;314;130;83;101;;47;14;7;5;1;2;3;2;2;2;2;3;0;2;2;41;41;;38;18;15;5;;;;;;82;53;11;8;7;3;;;;30;19;3;4;1;3;43;43;;;;
54;Potsdam, Stadt;5402;1205400000009018;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9018;9018;;;N;0;0;0;0;601;0;601;0;0;6;1774;395;145;52;61;23;6;16;15;19;8;16;18;6;2;8;385;131;56;63;25;6;6;8;2;15;2;19;25;25;2;154;53;26;13;17;10;10;6;3;8;5;3;;;;324;78;27;23;23;59;26;21;6;6;27;10;9;4;5;194;39;25;13;20;8;12;6;11;24;13;11;1;7;4;97;81;16;;;85;25;18;10;7;0;3;2;1;1;1;8;7;1;1;30;30;;51;24;9;2;7;9;;;;26;12;5;1;8;;;;;33;12;8;7;6;;;;;;;
54;Potsdam, Stadt;5404;1205400000005204;STIMMBEZIRK;Babelsberg Nord 04;5204;;;N;1193;863;330;0;672;663;9;9;0;7;1988;439;176;115;36;6;9;23;6;8;7;6;29;9;1;8;373;171;32;16;21;25;22;22;16;11;3;7;13;8;6;144;50;39;11;4;12;6;4;1;1;16;;;;;197;81;36;26;4;10;10;2;9;19;;;;;;315;65;92;23;26;26;19;11;3;11;2;6;4;18;9;169;76;40;53;;101;24;9;12;7;0;4;1;4;0;15;1;5;3;16;26;26;;60;16;36;8;;;;;;74;39;21;3;10;1;;;;22;7;11;0;2;2;68;68;;;;
54;Potsdam, Stadt;5402;1205400000009020;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9020;9020;;;N;0;0;0;0;295;0;295;0;0;3;872;307;93;28;95;6;2;2;2;7;58;1;11;1;1;0;53;17;6;3;9;0;2;4;1;2;0;2;7;0;0;64;20;14;1;11;4;5;5;1;2;1;0;;;;123;27;5;7;4;18;12;16;4;2;10;9;5;1;3;84;2;5;2;6;43;4;3;0;3;12;0;0;2;2;121;66;55;;;15;3;3;4;0;0;0;3;1;0;0;0;1;0;0;13;13;;38;22;1;4;4;7;;;;46;24;7;4;11;;;;;8;2;1;1;4;;;;;;;
54;Potsdam, Stadt;5404;1205400000005303;STIMMBEZIRK;Babelsberg Süd 03;5303;;;N;1198;910;288;0;664;660;4;4;0;14;1933;463;155;112;18;23;24;49;6;7;13;16;19;8;10;3;220;71;18;20;16;15;6;16;8;14;9;7;11;4;5;176;46;54;27;2;9;11;11;2;6;8;;;;;204;83;29;26;15;9;14;3;5;20;;;;;;284;56;95;14;23;12;26;17;7;13;5;4;2;7;3;215;100;54;61;;75;17;6;3;1;3;2;6;6;1;2;2;5;3;18;60;60;;30;12;17;1;;;;;;92;59;16;9;7;1;;;;39;8;9;13;2;7;75;75;;;;
;;5403;5403;WAHLKREIS;Wahlkreis 5403;;;;N;23747;17506;6241;0;17730;11952;5778;80;0;252;52216;10271;2818;2933;1338;185;718;509;324;199;166;231;120;189;406;135;8657;2174;1682;618;764;705;240;761;164;416;139;317;229;328;120;5154;1047;1797;253;311;343;61;193;274;282;116;74;142;261;;7236;3253;736;272;778;535;334;105;210;338;82;171;132;290;;6572;1346;481;800;542;347;659;360;559;200;222;354;194;255;253;5287;3628;1659;;;1643;457;382;112;94;153;51;57;15;81;43;24;43;53;78;1438;1020;418;1068;689;149;230;;;;;;2666;1573;575;165;200;153;;;;528;268;122;138;;;1696;1103;593;;;
54;Potsdam, Stadt;5404;1205400000005304;STIMMBEZIRK;Babelsberg Süd 04;5304;;;N;1392;1009;383;0;669;666;3;3;0;10;1964;434;175;80;30;13;20;42;2;6;21;4;22;4;2;13;324;114;33;12;14;13;18;20;42;24;4;4;16;5;5;163;53;35;15;3;15;15;10;8;0;9;;;;;241;105;47;23;8;17;19;4;2;16;;;;;;202;60;47;13;17;14;20;1;4;6;2;8;1;5;4;239;99;58;82;;57;22;9;7;1;0;5;1;3;1;0;2;1;0;5;46;46;;61;19;32;10;;;;;;87;42;13;10;9;13;;;;27;22;1;3;1;0;83;83;;;;
54;Potsdam, Stadt;5403;1205400000001501;STIMMBEZIRK;Eiche 01;1501;;;N;1118;788;330;0;594;591;3;3;0;10;1739;377;97;110;39;5;62;3;11;5;5;8;8;5;17;2;247;46;57;18;24;17;14;22;15;5;1;5;3;15;5;117;22;32;7;7;16;0;7;7;8;2;2;4;3;;352;149;43;12;21;26;19;14;11;17;2;11;20;7;;114;28;10;18;2;3;16;5;6;3;1;7;6;8;1;232;141;91;;;53;17;8;2;4;2;1;6;1;2;0;4;1;2;3;17;12;5;45;31;5;9;;;;;;115;72;31;1;6;5;;;;16;10;1;5;;;54;41;13;;;
54;Potsdam, Stadt;5404;1205400000005305;STIMMBEZIRK;Babelsberg Süd 05;5305;;;N;1519;1133;386;0;734;728;6;6;0;18;2132;440;174;96;29;16;25;34;5;9;11;8;10;11;6;6;242;81;36;10;14;12;15;16;5;17;9;2;13;9;3;162;49;52;18;3;9;10;3;10;0;8;;;;;278;107;44;35;12;18;20;7;6;29;;;;;;221;60;53;25;18;11;9;9;4;7;1;2;3;5;14;342;151;85;106;;95;22;19;10;2;2;4;0;11;1;0;5;5;4;10;51;51;;42;20;16;6;;;;;;124;74;15;9;15;11;;;;48;29;8;4;4;3;87;87;;;;
54;Potsdam, Stadt;5403;1205400000001503;STIMMBEZIRK;Eiche 03;1503;;;N;1136;833;303;0;614;612;2;2;0;7;1801;350;67;95;43;3;50;11;9;34;8;7;5;5;11;2;251;74;40;20;21;15;6;22;3;10;4;8;18;5;5;125;23;35;6;12;12;1;8;8;5;1;4;2;8;;334;140;25;10;44;34;17;6;13;9;3;14;7;12;;99;18;5;11;6;3;9;5;6;4;7;10;8;6;1;253;167;86;;;64;24;17;1;4;6;1;1;2;3;0;0;2;1;2;26;20;6;44;27;8;9;;;;;;192;88;85;7;4;8;;;;9;5;2;2;;;54;35;19;;;
54;Potsdam, Stadt;5404;1205400000005306;STIMMBEZIRK;Babelsberg Süd 06;5306;;;N;1207;859;348;0;599;590;9;9;0;10;1763;379;175;54;22;20;14;20;11;8;3;17;22;4;3;6;439;191;53;18;35;22;14;24;18;18;6;13;22;5;0;153;35;55;27;2;13;2;6;7;2;4;;;;;196;83;36;28;5;13;15;2;2;12;;;;;;158;54;33;16;16;12;9;0;1;9;0;1;3;2;2;95;44;16;35;;82;17;14;6;6;1;4;1;1;0;0;3;0;9;20;36;36;;27;11;15;1;;;;;;58;32;8;5;4;9;;;;36;26;7;1;1;1;104;104;;;;
54;Potsdam, Stadt;5403;1205400000003101;STIMMBEZIRK;Brandenburger Vorstadt 01;3101;;;N;1213;882;331;0;510;510;0;0;0;8;1491;290;66;103;37;5;15;19;7;1;6;3;4;11;6;7;172;38;32;15;16;11;7;19;3;7;4;5;1;12;2;190;47;45;11;8;15;3;12;8;13;7;3;4;14;;265;108;32;16;26;23;8;1;5;13;3;4;12;14;;135;26;11;20;11;7;11;11;7;6;0;6;9;6;4;159;105;54;;;48;7;12;1;3;6;2;2;0;2;3;2;2;2;4;47;31;16;25;17;3;5;;;;;;97;61;6;9;11;10;;;;12;7;2;3;;;51;35;16;;;
54;Potsdam, Stadt;5404;1205400000009035;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9035;9035;;;N;0;0;0;0;409;0;409;0;0;5;1194;277;79;23;27;13;33;43;9;4;11;2;8;8;6;11;150;37;15;1;12;11;9;11;3;26;1;3;11;9;1;127;13;32;18;10;12;12;4;15;1;10;;;;;123;32;21;9;7;10;20;1;1;22;;;;;;155;36;29;14;6;15;7;5;5;13;0;10;2;11;2;83;32;30;21;;61;12;4;2;2;1;3;4;0;4;1;1;1;0;26;53;53;;29;17;8;4;;;;;;45;23;5;7;6;4;;;;12;8;4;0;0;0;79;79;;;;
54;Potsdam, Stadt;5403;1205400000003104;STIMMBEZIRK;Brandenburger Vorstadt 04;3104;;;N;1295;1045;250;0;654;654;0;0;0;25;1849;530;126;232;56;10;26;16;10;6;7;12;5;8;11;5;125;35;27;5;11;14;3;5;5;11;1;2;0;1;5;226;34;71;23;9;13;2;12;23;9;4;9;8;9;;264;131;23;10;32;28;7;4;2;4;1;9;4;9;;125;21;9;17;5;14;10;10;4;5;15;12;0;2;1;248;178;70;;;55;12;11;6;5;5;2;3;0;3;3;0;0;0;5;56;43;13;45;24;9;12;;;;;;92;60;5;10;8;9;;;;23;11;5;7;;;60;41;19;;;
54;Potsdam, Stadt;5404;1205400000009037;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9037;9037;;;N;0;0;0;0;651;0;651;0;0;2;1947;396;131;102;32;10;27;43;3;3;13;3;19;3;2;5;409;196;60;16;14;21;14;16;9;19;14;10;10;7;3;87;19;14;18;1;10;3;7;4;2;9;;;;;390;90;193;45;10;6;25;6;3;12;;;;;;177;36;52;10;17;11;18;4;1;5;0;6;0;7;10;134;53;33;48;;141;60;26;9;2;7;3;3;2;1;0;1;4;6;17;28;28;;58;10;47;1;;;;;;58;35;8;7;3;5;;;;30;21;2;7;0;0;39;39;;;;
54;Potsdam, Stadt;5403;1205400000003202;STIMMBEZIRK;Potsdam West 02;3202;;;N;1152;896;256;0;559;556;3;3;0;9;1635;329;123;86;37;6;15;18;11;4;2;4;3;8;7;5;128;28;29;8;13;3;4;19;6;5;3;4;2;3;1;186;32;73;13;8;8;1;3;22;12;1;1;2;10;;175;73;16;8;21;18;7;3;3;10;4;7;0;5;;187;35;9;20;10;9;20;21;4;3;22;8;8;5;13;301;194;107;;;50;14;8;1;4;3;4;1;1;6;2;0;1;3;2;50;31;19;38;17;5;16;;;;;;117;82;14;8;13;0;;;;19;11;2;6;;;55;35;20;;;
54;Potsdam, Stadt;5404;1205400000009038;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9038;9038;;;N;0;0;0;0;706;0;706;0;0;2;2112;404;125;92;39;14;26;29;9;3;12;13;24;6;1;11;467;176;59;26;28;18;26;22;25;30;12;15;14;6;10;119;35;36;11;6;8;5;1;4;2;11;;;;;340;130;126;19;6;4;28;3;2;22;;;;;;296;66;100;21;12;18;21;5;7;15;2;8;2;10;9;102;43;27;32;;145;36;44;1;2;0;5;4;2;2;5;1;0;1;42;27;27;;72;15;49;8;;;;;;55;16;14;7;3;15;;;;36;27;3;3;1;2;49;49;;;;
54;Potsdam, Stadt;5403;1205400000003204;STIMMBEZIRK;Potsdam West 04;3204;;;N;1319;1031;288;0;671;669;2;2;0;14;1966;397;146;120;32;10;20;18;6;10;2;4;1;8;10;10;235;53;42;13;12;19;18;19;4;13;3;13;7;17;2;248;68;78;13;9;10;2;10;9;18;2;6;7;16;;218;110;21;9;16;13;7;4;3;5;8;6;5;11;;221;38;9;14;14;15;20;17;24;10;19;13;5;13;10;337;255;82;;;38;11;16;1;0;2;2;1;0;1;0;1;0;1;2;72;54;18;33;15;5;13;;;;;;94;68;9;8;5;4;;;;6;5;1;0;;;67;46;21;;;
