Gemeinde;Gemeindename;Wahlkreisnummer;Gebietsnummer;Gebietsart;Gebietsname;Bezirksnummer;Ausgezaehlt abweichend Gebiet;Ausgezaehlt abweichend AGS;Ausbleibend;Wahlberechtigte gesamt (A);Wahlberechtigte ohne Wahlschein (A1);Wahlberechtigte mit Wahlschein (A2);Wahlberechtigte nicht im WVZ (A3);Waehler gesamt (B);Waehler ohne Wahlschein;Waehler mit Wahlschein;Urnenwaehler mit Wahlschein in Urnenwahllokal;Briefwaehler mit Wahlschein in Urnenwahllokal;Stimmen ungueltige (C);Stimmen gueltige (D);D1;D1_1;D1_2;D1_3;D1_4;D1_5;D1_6;D1_7;D1_8;D1_9;D1_10;D1_11;D1_12;D1_13;D1_14;D2;D2_1;D2_2;D2_3;D2_4;D2_5;D2_6;D2_7;D2_8;D2_9;D2_10;D2_11;D2_12;D2_13;D2_14;D3;D3_1;D3_2;D3_3;D3_4;D3_5;D3_6;D3_7;D3_8;D3_9;D3_10;D3_11;D3_12;D3_13;D3_14;D4;D4_1;D4_2;D4_3;D4_4;D4_5;D4_6;D4_7;D4_8;D4_9;D4_10;D4_11;D4_12;D4_13;D4_14;D5;D5_1;D5_2;D5_3;D5_4;D5_5;D5_6;D5_7;D5_8;D5_9;D5_10;D5_11;D5_12;D5_13;D5_14;D6;D6_1;D6_2;D6_3;D6_4;D7;D7_1;D7_2;D7_3;D7_4;D7_5;D7_6;D7_7;D7_8;D7_9;D7_10;D7_11;D7_12;D7_13;D7_14;D8;D8_1;D8_2;D9;D9_1;D9_2;D9_3;D9_4;D9_5;D9_6;D9_7;D9_8;D10;D10_1;D10_2;D10_3;D10_4;D10_5;D10_6;D10_7;D10_8;D11;D11_1;D11_2;D11_3;D11_4;D11_5;D12;D12_1;D12_2;D13;D13_1;Column 149
54;Potsdam, Stadt;5405;1205400000009051;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9051;9051;;;N;0;0;0;0;487;0;487;0;0;5;1444;342;75;97;21;19;25;21;5;4;27;9;15;14;3;7;146;34;18;28;8;14;5;3;6;13;3;4;4;1;5;181;39;58;20;3;12;5;14;6;12;3;2;7;;;140;41;24;19;22;2;5;13;0;2;12;;;;;144;41;6;11;4;21;9;4;8;10;5;14;3;0;8;253;110;49;32;62;41;4;10;7;3;2;0;5;0;3;0;1;0;4;2;48;48;;68;25;31;12;;;;;;69;24;9;17;9;10;;;;12;12;;;;;;;;;;
54;Potsdam, Stadt;5406;1205400000007109;STIMMBEZIRK;Stern 09;7109;;;N;831;726;105;0;357;357;0;0;0;10;1016;177;99;15;11;6;17;5;5;4;2;2;7;4;;;32;5;7;3;2;2;1;3;1;0;2;0;6;0;;60;21;15;8;2;4;2;3;4;1;;;;;;117;39;30;32;4;12;;;;;;;;;;47;13;3;2;5;2;4;1;2;8;0;1;1;1;4;341;123;118;61;39;28;8;7;2;0;2;2;0;1;1;1;1;0;1;2;25;25;;23;18;5;;;;;;;166;133;6;7;4;5;8;3;0;;;;;;;;;;;;
;;5406;5406;WAHLKREIS;Wahlkreis 5406;;;;N;22851;18653;4198;0;14264;10342;3922;43;0;283;41538;7854;4391;683;365;507;313;455;145;229;93;148;320;205;;;3362;906;756;179;125;215;170;268;135;24;27;193;336;28;;3348;1219;919;278;295;222;89;158;75;93;;;;;;5274;2127;998;1358;301;490;;;;;;;;;;2409;673;293;288;196;61;108;151;71;150;47;170;67;48;86;8534;3611;3011;1023;889;1826;694;294;142;108;68;145;38;85;25;54;28;35;33;77;1333;1333;;1236;864;372;;;;;;;6362;5091;343;231;198;111;244;103;41;;;;;;;;;;;;
54;Potsdam, Stadt;5406;1205400000007113;STIMMBEZIRK;Stern 13;7113;;;N;1225;933;292;0;627;621;6;6;0;10;1842;351;171;21;17;36;13;30;9;18;2;11;15;8;;;223;73;42;11;6;18;9;14;8;0;2;13;27;0;;161;69;43;13;16;6;5;5;3;1;;;;;;320;131;67;76;18;28;;;;;;;;;;122;38;21;18;11;3;5;2;3;1;4;6;3;2;5;213;90;80;24;19;140;49;28;11;7;8;12;7;6;0;1;4;2;1;4;50;50;;57;43;14;;;;;;;205;156;10;2;7;6;21;3;0;;;;;;;;;;;;
54;Potsdam, Stadt;5406;1205400000007101;STIMMBEZIRK;Stern 01;7101;;;N;1311;978;333;0;643;639;4;4;0;16;1846;315;159;33;13;15;12;28;6;6;4;5;12;22;;;236;68;49;16;13;7;9;24;16;2;0;14;15;3;;150;59;38;11;11;9;6;4;5;7;;;;;;273;140;44;58;12;19;;;;;;;;;;89;34;8;6;6;2;3;6;5;7;1;2;5;3;1;338;157;121;28;32;124;52;15;22;15;4;3;1;1;1;2;1;2;1;4;48;48;;44;28;16;;;;;;;229;189;9;5;6;1;18;1;0;;;;;;;;;;;;
54;Potsdam, Stadt;5406;1205400000007201;STIMMBEZIRK;Drewitz 01;7201;;;N;1106;856;250;0;586;585;1;1;0;7;1722;258;152;10;6;37;15;9;7;4;2;5;9;2;;;128;27;33;5;3;8;7;7;8;2;0;12;14;2;;79;36;23;10;2;1;3;2;1;1;;;;;;307;136;61;71;23;16;;;;;;;;;;90;35;14;15;3;1;3;4;1;4;0;7;0;0;3;433;200;153;41;39;126;60;20;12;2;3;6;0;4;1;2;2;9;1;4;68;68;;85;52;33;;;;;;;148;113;4;9;3;4;6;8;1;;;;;;;;;;;;
54;Potsdam, Stadt;5406;1205400000007105;STIMMBEZIRK;Stern 05;7105;;;N;1135;862;273;0;516;513;3;3;0;7;1515;271;155;29;19;13;3;11;2;14;6;2;4;13;;;193;74;39;7;3;13;7;10;8;0;1;8;22;1;;89;31;19;7;7;8;3;10;1;3;;;;;;208;90;48;53;6;11;;;;;;;;;;83;34;8;6;9;2;5;3;3;6;0;5;1;1;0;301;117;109;38;37;80;38;5;8;3;3;2;6;11;2;2;0;0;0;0;39;39;;33;24;9;;;;;;;218;167;15;8;3;11;6;4;4;;;;;;;;;;;;
54;Potsdam, Stadt;5406;1205400000007204;STIMMBEZIRK;Drewitz 04;7204;;;N;838;743;95;0;326;326;0;0;0;9;945;163;75;17;11;19;7;8;2;5;2;3;11;3;;;42;9;9;3;1;5;2;5;4;0;1;0;3;0;;105;40;19;18;8;3;4;5;5;3;;;;;;97;47;15;19;6;10;;;;;;;;;;42;10;3;1;4;0;1;2;0;2;5;10;3;1;0;330;123;116;50;41;18;4;4;0;5;1;2;0;1;0;0;0;0;0;1;37;37;;19;12;7;;;;;;;92;79;2;4;1;0;5;1;0;;;;;;;;;;;;
54;Potsdam, Stadt;5406;1205400000007107;STIMMBEZIRK;Stern 07;7107;;;N;801;670;131;0;321;320;1;1;0;7;912;157;96;10;4;11;5;15;0;2;4;2;2;6;;;23;2;4;0;0;0;2;7;2;2;0;2;2;0;;78;24;23;6;6;5;1;4;3;6;;;;;;54;27;11;9;6;1;;;;;;;;;;62;16;3;7;6;4;2;4;9;2;1;1;2;2;3;301;118;106;38;39;25;10;7;0;1;0;1;1;0;3;0;1;0;0;1;36;36;;27;17;10;;;;;;;149;114;10;11;3;1;7;0;3;;;;;;;;;;;;
54;Potsdam, Stadt;5406;1205400000007302;STIMMBEZIRK;Kirchsteigfeld 02;7302;;;N;1078;916;162;0;528;525;3;3;0;15;1512;290;193;24;5;15;16;12;2;5;2;9;6;1;;;120;23;35;11;4;13;5;11;1;0;0;2;15;0;;119;53;34;9;6;5;1;8;1;2;;;;;;194;68;33;58;12;23;;;;;;;;;;61;19;10;3;2;0;5;3;2;4;1;7;3;1;1;417;164;155;62;36;62;22;9;2;4;6;6;1;4;0;1;0;2;1;4;60;60;;37;31;6;;;;;;;152;109;16;10;10;2;4;1;0;;;;;;;;;;;;
54;Potsdam, Stadt;5406;1205400000007111;STIMMBEZIRK;Stern 11;7111;;;N;1014;774;240;0;473;471;2;2;0;4;1395;272;158;18;28;17;8;7;6;6;4;6;9;5;;;81;21;13;9;3;5;9;4;4;0;1;6;6;0;;102;31;17;10;16;8;6;8;2;4;;;;;;183;82;37;39;9;16;;;;;;;;;;82;17;7;14;7;1;2;6;2;4;5;5;1;9;2;292;105;113;35;39;68;26;16;2;3;2;6;1;1;0;2;1;7;0;1;43;43;;31;16;15;;;;;;;241;199;16;3;5;3;11;1;3;;;;;;;;;;;;
54;Potsdam, Stadt;5406;1205400000007303;STIMMBEZIRK;Kirchsteigfeld 03;7303;;;N;1139;940;199;0;675;674;1;1;0;18;1959;473;324;51;10;22;17;7;4;11;2;5;14;6;;;146;38;41;13;5;4;7;11;3;1;2;10;9;2;;135;45;31;16;12;14;1;8;3;5;;;;;;285;95;37;110;20;23;;;;;;;;;;92;44;8;3;6;2;8;5;3;4;0;2;3;2;2;339;136;129;44;30;98;33;32;6;2;1;8;2;4;1;2;1;0;4;2;50;50;;79;59;20;;;;;;;262;201;14;21;11;1;7;7;0;;;;;;;;;;;;
54;Potsdam, Stadt;5406;1205400000007203;STIMMBEZIRK;Drewitz 03;7203;;;N;838;722;116;0;342;342;0;0;0;7;1001;157;95;15;8;10;7;7;1;4;2;2;6;0;;;42;6;8;2;3;5;5;4;2;0;0;1;6;0;;92;33;30;6;3;13;0;4;2;1;;;;;;119;58;15;23;6;17;;;;;;;;;;66;20;8;13;8;3;1;5;1;2;1;2;1;0;1;290;142;94;32;22;17;2;3;0;2;0;0;1;3;1;4;0;0;0;1;46;46;;26;17;9;;;;;;;146;111;12;7;10;1;2;3;0;;;;;;;;;;;;
54;Potsdam, Stadt;5406;1205400000009056;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9056;9056;;;N;0;0;0;0;453;0;453;0;0;5;1344;219;123;20;21;11;6;8;2;8;2;8;5;5;;;166;46;36;10;6;10;17;13;4;1;1;7;13;2;;114;30;39;8;11;12;1;5;1;7;;;;;;172;78;31;32;11;20;;;;;;;;;;89;20;14;10;7;0;6;6;3;7;0;6;5;4;1;134;56;53;13;12;69;32;8;3;5;2;10;2;1;0;0;0;1;2;3;22;22;;29;20;9;;;;;;;330;281;8;9;4;6;8;9;5;;;;;;;;;;;;
54;Potsdam, Stadt;5406;1205400000007205;STIMMBEZIRK;Drewitz 05;7205;;;N;758;656;102;0;296;296;0;0;0;5;853;161;71;13;11;10;8;20;5;6;4;5;7;1;;;41;11;11;2;3;4;2;0;0;0;0;4;1;3;;55;23;15;4;7;1;0;1;1;3;;;;;;101;42;19;25;8;7;;;;;;;;;;46;10;5;5;2;0;2;4;0;11;0;3;1;1;2;261;117;91;25;28;22;10;4;1;0;1;2;0;1;0;0;0;0;0;3;33;33;;29;18;11;;;;;;;104;76;7;10;5;2;4;0;0;;;;;;;;;;;;
54;Potsdam, Stadt;5406;1205400000009059;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9059;9059;;;N;0;0;0;0;431;0;431;0;0;4;1281;243;127;27;12;23;9;22;1;6;1;7;5;3;;;207;43;56;8;5;12;8;15;4;1;2;17;35;1;;95;43;19;9;10;6;5;2;1;0;;;;;;160;57;44;41;3;15;;;;;;;;;;79;21;9;9;6;0;2;6;2;6;0;7;3;1;7;146;58;61;17;10;112;39;15;12;2;3;16;1;9;0;3;11;0;0;1;18;18;;27;18;9;;;;;;;194;168;6;2;8;2;5;1;2;;;;;;;;;;;;
54;Potsdam, Stadt;5406;1205400000007206;STIMMBEZIRK;Drewitz 06;7206;;;N;705;621;84;0;287;287;0;0;0;10;810;136;90;8;10;1;4;8;0;4;1;2;7;1;;;20;4;6;2;1;2;0;0;1;0;0;2;2;0;;81;14;27;6;14;6;0;11;2;1;;;;;;58;26;15;10;1;6;;;;;;;;;;39;12;7;5;2;1;2;0;0;2;5;1;0;1;1;330;162;105;31;32;9;3;0;0;0;1;0;0;0;0;0;4;0;0;1;32;32;;15;9;6;;;;;;;90;66;10;3;3;4;2;2;0;;;;;;;;;;;;
54;Potsdam, Stadt;5406;1205400000009062;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9062;9062;;;N;0;0;0;0;655;0;655;0;0;4;1945;389;225;32;4;26;22;22;8;17;3;5;19;6;;;186;59;34;8;8;15;13;18;2;0;1;10;18;0;;191;79;57;10;17;9;4;5;5;5;;;;;;252;78;66;63;16;29;;;;;;;;;;135;30;14;17;10;8;7;7;5;8;0;18;1;1;9;230;106;73;32;19;140;58;25;10;5;0;20;1;4;0;5;0;2;2;8;63;63;;109;89;20;;;;;;;250;192;12;13;11;4;10;5;3;;;;;;;;;;;;
54;Potsdam, Stadt;5406;1205400000007304;STIMMBEZIRK;Kirchsteigfeld 04;7304;;;N;637;495;142;0;320;317;3;3;0;4;942;166;101;12;5;14;3;8;2;2;6;1;6;6;;;59;24;11;1;2;5;0;4;2;0;0;5;5;0;;90;29;36;9;2;6;0;3;3;2;;;;;;109;38;30;21;9;11;;;;;;;;;;57;22;9;5;2;0;3;3;1;7;0;3;1;1;0;212;90;67;38;17;30;17;6;1;0;2;0;0;0;0;0;0;0;1;3;51;51;;48;42;6;;;;;;;120;99;6;3;3;2;6;1;0;;;;;;;;;;;;
54;Potsdam, Stadt;5406;1205400000009054;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9054;9054;;;N;0;0;0;0;494;0;494;0;0;8;1453;333;140;34;17;26;18;21;5;6;4;6;30;26;;;182;62;43;5;11;7;4;13;18;0;0;7;11;1;;88;36;22;2;12;13;1;1;0;1;;;;;;160;46;33;57;9;15;;;;;;;;;;140;45;19;12;11;3;4;8;3;8;4;8;2;4;9;145;61;47;19;18;72;15;7;12;10;4;9;0;1;6;2;0;1;3;2;24;24;;29;20;9;;;;;;;280;234;13;3;7;1;12;9;1;;;;;;;;;;;;
54;Potsdam, Stadt;5406;1205400000009057;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9057;9057;;;N;0;0;0;0;321;0;321;0;0;1;959;226;106;18;5;11;14;19;11;8;4;6;15;9;;;42;6;9;4;0;4;3;2;0;0;1;6;7;0;;90;34;36;3;6;6;1;1;1;2;;;;;;105;35;16;29;12;13;;;;;;;;;;50;13;5;13;1;2;2;2;1;1;0;8;0;0;2;114;55;37;14;8;26;8;3;4;1;1;5;0;0;0;2;0;0;1;1;32;32;;32;23;9;;;;;;;242;201;11;4;11;3;8;2;2;;;;;;;;;;;;
54;Potsdam, Stadt;5406;1205400000009058;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9058;9058;;;N;0;0;0;0;344;0;344;0;0;4;1014;205;111;22;9;10;5;16;2;5;1;4;14;6;;;86;20;9;4;8;4;5;6;6;0;4;8;9;3;;78;29;25;3;5;6;1;6;1;2;;;;;;120;41;21;33;5;20;;;;;;;;;;78;7;7;16;7;2;6;2;6;2;0;16;3;0;4;111;47;31;15;18;40;16;5;0;2;5;4;0;0;3;1;0;0;2;2;27;27;;39;26;13;;;;;;;230;201;6;3;4;5;6;3;2;;;;;;;;;;;;
;;;54;KREIS;Potsdam, Stadt;;;;N;143118;108893;34225;0;100728;69107;31621;358;0;1665;295020;57258;;;;;;;;;;;;;;;42804;;;;;;;;;;;;;;;25778;;;;;;;;;;;;;;;43494;;;;;;;;;;;;;;;29973;;;;;;;;;;;;;;;40321;;;;;13155;;;;;;;;;;;;;;;7837;;;8686;;;;;;;;;16167;;;;;;;;;3559;;;;;;5503;;;485;485;
;;5401;5401;WAHLKREIS;Wahlkreis 5401;;;;N;23773;17146;6627;0;17477;11361;6116;54;0;270;51277;8504;3487;1530;358;440;333;282;352;173;238;338;233;102;257;381;9294;2806;1325;967;471;633;318;493;123;240;608;88;782;370;70;3941;1167;367;299;270;238;351;218;172;126;186;116;180;150;101;9060;3767;882;620;671;766;243;148;346;484;182;149;150;527;125;5293;944;482;363;147;727;548;106;518;452;224;160;203;110;309;4877;2971;1906;;;3322;1479;544;150;322;65;43;198;87;62;97;76;85;60;54;1166;1166;;1640;801;252;103;155;79;51;64;135;1384;679;240;203;262;;;;;675;552;70;53;;;1636;1636;;485;485;
54;Potsdam, Stadt;5401;1205400000002101;STIMMBEZIRK;Nauener Vorstadt 01;2101;;;N;1078;733;345;0;521;518;3;3;0;9;1516;220;117;33;9;13;9;2;5;5;5;2;6;3;6;5;244;94;46;25;2;20;0;15;4;5;18;2;7;3;3;89;34;8;7;9;1;5;2;7;3;4;2;6;1;0;387;175;38;26;21;15;8;14;25;14;2;6;5;29;9;84;20;5;2;0;6;10;13;1;10;2;4;0;4;7;149;90;59;;;189;111;19;4;15;0;0;6;9;7;2;2;8;0;6;10;10;;24;12;6;1;2;0;1;0;2;40;15;9;13;3;;;;;22;18;3;1;;;46;46;;12;12;
54;Potsdam, Stadt;5401;1205400000002301;STIMMBEZIRK;Berliner Vorstadt 01;2301;;;N;1286;838;448;0;518;517;1;1;0;10;1518;253;140;25;11;14;10;7;7;9;6;2;2;8;5;7;219;91;35;27;12;11;4;11;1;3;10;4;6;3;1;39;19;2;3;2;2;4;2;2;1;1;0;0;1;0;385;197;53;17;21;9;11;5;24;15;4;5;6;13;5;78;21;8;8;0;10;4;0;4;8;2;0;2;3;8;210;135;75;;;158;89;24;6;16;1;1;6;5;2;1;2;4;1;0;25;25;;28;11;7;3;0;0;2;5;0;34;18;1;6;9;;;;;25;25;0;0;;;48;48;;16;16;
54;Potsdam, Stadt;5401;1205400000004102;STIMMBEZIRK;Historische Innenstadt 02;4102;;;N;1304;920;384;0;596;595;1;1;0;10;1733;314;146;70;11;8;12;6;11;5;8;2;6;0;8;21;313;79;44;32;13;32;9;25;2;5;20;1;32;18;1;119;31;8;11;8;15;4;4;6;3;7;5;6;7;4;313;171;26;15;24;15;5;4;14;10;2;5;8;11;3;183;53;18;10;10;18;21;6;12;12;4;10;3;0;6;179;113;66;;;75;34;6;1;9;0;2;8;2;3;3;1;2;3;1;52;52;;49;27;11;3;4;0;0;1;3;52;22;11;7;12;;;;;16;13;2;1;;;48;48;;20;20;
54;Potsdam, Stadt;5401;1205400000004103;STIMMBEZIRK;Historische Innenstadt 03;4103;;;N;1132;794;338;0;505;505;0;0;0;4;1492;238;110;41;4;17;12;7;11;2;8;1;6;2;8;9;318;106;38;26;17;23;11;21;3;15;18;1;21;16;2;177;54;17;8;8;16;19;9;7;4;4;4;10;9;8;146;62;20;8;9;3;7;5;2;10;4;0;4;12;0;225;35;20;15;2;26;20;1;28;25;11;2;25;5;10;99;60;39;;;66;24;10;1;6;3;2;9;1;4;4;0;0;0;2;70;70;;34;14;5;3;3;3;0;1;5;46;25;10;8;3;;;;;17;16;1;0;;;42;42;;14;14;
54;Potsdam, Stadt;5401;1205400000004107;STIMMBEZIRK;Historische Innenstadt 07;4107;;;N;1081;879;202;0;513;512;1;1;0;25;1449;316;125;43;8;15;14;21;14;8;20;3;12;1;18;14;139;32;23;10;4;12;3;8;3;6;11;3;11;10;3;183;50;21;8;8;6;11;2;5;6;9;3;41;6;7;176;67;31;4;12;6;5;9;10;8;3;3;3;10;5;130;28;16;8;4;21;11;1;10;9;4;6;4;2;6;243;157;86;;;53;15;7;2;5;2;0;3;0;2;7;1;3;5;1;38;38;;28;10;4;2;6;1;1;0;4;80;45;11;7;17;;;;;23;19;3;1;;;20;20;;20;20;
54;Potsdam, Stadt;5401;1205400000004108;STIMMBEZIRK;Historische Innenstadt 08;4108;;;N;1184;879;305;0;598;598;0;0;0;11;1749;247;98;57;14;7;14;6;12;6;6;3;5;1;5;13;393;122;47;39;34;21;10;27;5;9;33;8;26;9;3;163;51;14;11;16;6;14;13;1;2;18;2;2;7;6;184;75;21;13;13;10;11;2;3;12;3;1;0;19;1;236;25;16;15;8;42;13;3;45;17;12;6;11;4;19;182;115;67;;;93;46;18;7;6;1;4;1;1;2;2;0;3;1;1;40;40;;47;18;16;1;1;6;0;2;3;41;19;9;5;8;;;;;12;12;0;0;;;101;101;;10;10;
54;Potsdam, Stadt;5401;1205400000004402;STIMMBEZIRK;Hauptbahnhof und Brauhausberg Nord 02;4402;;;N;814;515;299;0;353;347;6;6;0;1;1052;160;67;35;4;4;10;0;5;10;1;2;10;2;3;7;212;50;32;33;6;10;13;12;2;4;21;0;21;5;3;51;18;4;3;8;1;5;2;1;0;0;1;2;1;5;270;139;37;7;16;7;16;0;10;5;7;6;6;14;0;51;14;3;2;3;5;5;0;1;5;1;2;1;2;7;88;58;30;;;101;42;27;11;6;2;0;8;0;1;1;2;0;1;0;25;25;;20;11;4;1;0;1;0;1;2;13;8;2;1;2;;;;;8;8;0;0;;;50;50;;3;3;
54;Potsdam, Stadt;5401;1205400000008604;STIMMBEZIRK;Groß Glienicke 04;8604;;;N;953;746;207;0;423;421;2;2;0;9;1235;186;53;40;5;8;7;3;4;3;3;41;9;0;7;3;118;36;14;9;12;3;10;8;1;5;7;1;8;3;1;79;15;11;7;6;12;6;5;1;5;4;2;2;1;2;268;65;19;19;18;83;4;2;5;13;5;7;4;18;6;36;6;7;3;2;4;2;1;3;4;0;3;0;1;0;272;175;97;;;59;27;12;2;4;0;0;4;2;0;1;2;5;0;0;49;49;;119;86;20;1;6;2;1;1;2;19;11;2;4;2;;;;;3;0;3;0;;;27;27;;0;0;
54;Potsdam, Stadt;5401;1205400000009002;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9002;9002;;;N;0;0;0;0;522;0;522;0;0;3;1552;329;163;55;18;15;6;8;14;6;3;8;8;5;7;13;347;104;66;34;17;18;4;16;2;14;17;6;34;11;4;74;26;0;4;3;5;8;4;4;8;4;3;2;3;0;277;115;27;8;23;13;3;9;12;18;11;1;9;25;3;136;12;12;5;2;26;12;4;19;4;8;12;6;5;9;99;57;42;;;107;45;14;10;9;0;1;9;0;0;3;5;1;2;8;23;23;;50;14;11;5;3;1;4;2;10;49;20;10;3;16;;;;;23;15;4;4;;;25;25;;13;13;
54;Potsdam, Stadt;5401;1205400000009004;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9004;9004;;;N;0;0;0;0;682;0;682;0;0;8;2011;410;168;67;11;20;16;17;20;16;14;8;14;12;11;16;428;116;55;24;32;47;13;30;5;16;24;1;48;16;1;151;45;21;11;9;8;17;10;5;4;6;2;5;5;3;316;121;32;16;29;18;8;4;23;31;6;4;6;9;9;258;39;19;9;5;53;23;7;51;8;7;4;16;1;16;102;45;57;;;115;64;18;4;9;1;1;4;6;0;3;2;0;1;2;43;43;;39;19;4;1;2;0;2;2;9;63;30;11;6;16;;;;;13;13;0;0;;;54;54;;19;19;
54;Potsdam, Stadt;5401;1205400000009008;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9008;9008;;;N;0;0;0;0;266;0;266;0;0;2;788;143;38;31;3;7;4;19;8;3;3;2;8;1;9;7;154;35;12;19;12;8;11;15;4;1;13;1;13;9;1;75;25;3;6;4;2;15;3;3;0;5;3;1;4;1;89;39;4;3;3;10;1;7;0;10;3;0;1;5;3;88;17;11;5;3;16;10;0;8;8;1;1;1;1;6;65;44;21;;;26;9;3;1;7;0;0;2;0;1;0;0;1;1;1;14;14;;31;11;8;1;3;3;0;2;3;39;22;5;3;9;;;;;14;9;3;2;;;40;40;;10;10;
54;Potsdam, Stadt;5401;1205400000009009;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9009;9009;;;N;0;0;0;0;514;0;514;0;0;5;1514;264;109;47;12;12;6;10;8;8;7;1;11;6;4;23;300;46;46;38;26;22;12;13;3;8;23;5;34;21;3;112;43;12;4;16;1;13;5;4;0;1;9;0;3;1;265;104;16;10;21;15;14;5;7;22;11;7;10;20;3;102;16;9;5;1;14;20;2;9;7;3;2;2;2;10;107;67;40;;;132;49;25;2;8;4;6;6;7;2;7;6;1;7;2;46;46;;54;22;11;2;3;3;1;1;11;29;16;7;2;4;;;;;21;16;3;2;;;79;79;;3;3;
54;Potsdam, Stadt;5401;1205400000009012;BRIEFWAHLBEZIRK;Potsdam Briefwahlbezirk 9012;9012;;;N;0;0;0;0;420;0;420;0;0;6;1239;229;88;39;11;8;5;3;4;2;2;52;1;2;5;7;145;40;18;16;8;17;4;6;1;3;12;0;7;12;1;62;14;4;5;6;0;5;4;3;1;5;7;3;2;3;284;97;18;33;25;63;6;2;3;18;3;0;3;7;6;36;5;4;3;0;8;7;0;0;4;0;1;1;0;3;99;53;46;;;91;42;14;6;7;1;0;7;2;2;7;0;3;0;0;35;35;;168;100;9;11;25;10;4;2;7;44;18;15;5;6;;;;;30;27;3;0;;;14;14;;2;2;
;;5402;5402;WAHLKREIS;Wahlkreis 5402;;;;N;24941;18527;6414;0;18495;12602;5893;63;0;244;54209;11504;4759;1340;2275;595;177;387;188;353;360;188;506;118;75;183;7935;2313;1306;947;673;144;351;483;124;292;55;364;387;388;108;4122;1753;507;227;373;327;342;195;70;166;98;64;;;;9978;2628;905;726;717;1485;704;458;285;333;633;306;397;125;276;4298;1103;392;378;433;267;186;256;83;299;347;98;39;235;182;7523;4862;2661;;;2672;802;481;245;145;51;63;245;98;118;33;72;139;17;163;1188;1188;;2237;1304;397;208;165;163;;;;1697;764;432;169;332;;;;;1055;330;251;254;220;;;;;;;
54;Potsdam, Stadt;5402;1205400000001102;STIMMBEZIRK;Bornim 02;1102;;;N;1503;1144;359;0;817;817;0;0;0;8;2398;565;204;43;226;20;1;17;1;12;9;6;21;1;2;2;269;88;34;32;25;4;8;14;4;15;2;18;11;11;3;143;53;18;6;16;18;14;3;3;7;4;1;;;;452;103;35;29;29;87;37;22;15;15;26;7;18;7;22;167;45;12;13;11;12;13;14;1;4;8;3;2;15;14;346;261;85;;;125;44;17;7;11;1;9;11;3;4;2;3;4;0;9;64;64;;98;58;22;8;8;2;;;;105;50;35;9;11;;;;;64;45;6;5;8;;;;;;;
54;Potsdam, Stadt;5402;1205400000001302;STIMMBEZIRK;Bornstedt 02;1302;;;N;1164;913;251;0;650;648;2;2;0;12;1897;436;187;75;58;32;5;10;10;13;6;7;16;8;1;8;200;47;30;22;19;5;6;21;5;6;2;10;13;12;2;194;71;24;15;12;22;22;4;7;9;3;5;;;;294;79;28;22;23;54;22;8;4;17;10;3;10;6;8;176;41;18;12;11;8;8;13;16;17;7;2;2;8;13;270;205;65;;;57;29;13;3;3;0;0;4;0;2;1;0;1;0;1;66;66;;75;40;15;7;4;9;;;;77;27;21;14;15;;;;;52;7;16;11;18;;;;;;;
54;Potsdam, Stadt;5402;1205400000001601;STIMMBEZIRK;Grube 01;1601;;;N;361;259;102;0;177;177;0;0;0;5;506;79;31;6;20;3;1;6;2;1;0;2;5;0;1;1;74;26;8;10;8;0;4;6;0;6;1;2;3;0;0;13;8;1;2;0;0;0;1;0;0;0;1;;;;107;8;5;4;1;71;10;5;0;0;1;1;0;0;1;41;11;6;2;1;6;1;0;0;2;5;1;0;5;1;127;93;34;;;20;10;1;1;0;0;1;1;1;1;1;0;1;0;2;9;9;;17;11;4;0;2;0;;;;16;5;7;1;3;;;;;3;1;0;0;2;;;;;;;
54;Potsdam, Stadt;5402;1205400000008101;STIMMBEZIRK;Uetz-Paaren 01;8101;;;N;371;292;79;0;204;203;1;1;0;3;602;117;38;7;56;1;1;4;2;3;3;2;0;0;0;0;35;6;4;4;2;1;9;3;1;1;1;1;2;0;0;38;20;3;3;2;3;1;2;2;1;0;1;;;;74;11;16;6;1;7;6;5;2;2;4;3;4;1;6;33;3;1;1;4;12;0;3;0;3;3;0;1;1;1;217;118;99;;;18;1;4;1;3;0;0;3;3;0;0;3;0;0;0;15;15;;16;12;1;2;1;0;;;;19;6;5;1;7;;;;;20;9;5;3;3;;;;;;;
